customer_id,age,gender,location,income_band,risk_profile
CUST0000459,59,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000460,72,Male,"London, UK",Middle,Medium Risk
CUST0000461,43,Female,"New York, USA",High,Low Risk
CUST0000462,52,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000463,67,Female,"Toronto, Canada",Low,High Risk
CUST0000464,42,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000465,41,Female,Singapore,Middle,High Risk
CUST0000466,30,Male,Singapore,Low,Medium Risk
CUST0000467,24,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000468,74,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0000469,53,Male,"London, UK",High,Low Risk
CUST0000470,62,Male,"Lagos, Nigeria",Middle,High Risk
CUST0000471,37,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0000472,18,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0000473,25,Male,"Berlin, Germany",High,Low Risk
CUST0000474,63,Female,"Berlin, Germany",High,Low Risk
CUST0000475,33,Male,"Berlin, Germany",High,Medium Risk
CUST0000476,31,Female,"London, UK",Middle,Low Risk
CUST0000477,29,Male,"Lagos, Nigeria",High,Medium Risk
CUST0000478,68,Female,"New York, USA",Low,Low Risk
CUST0000479,40,Female,"Toronto, Canada",High,High Risk
CUST0000480,32,Male,"Berlin, Germany",Low,Low Risk
CUST0000481,45,Female,"Berlin, Germany",High,High Risk
CUST0000482,51,Female,Singapore,High,Low Risk
CUST0000483,19,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000484,49,Female,"Lagos, Nigeria",High,Medium Risk
CUST0000485,40,Female,"London, UK",High,Low Risk
CUST0000486,39,Female,"London, UK",High,Low Risk
CUST0000487,68,Female,"Berlin, Germany",Middle,High Risk
CUST0000488,42,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000489,39,Male,"New York, USA",High,Medium Risk
CUST0000490,39,Male,"Toronto, Canada",Low,High Risk
CUST0000491,66,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0000492,69,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000493,59,Male,Singapore,High,Medium Risk
CUST0000494,23,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000495,32,Male,"Lagos, Nigeria",Low,High Risk
CUST0000496,71,Female,"Dubai, UAE",Middle,Low Risk
CUST0000497,60,Male,"London, UK",Low,Medium Risk
CUST0000498,54,Female,Singapore,Middle,High Risk
CUST0000499,50,Female,"Toronto, Canada",Low,Medium Risk
CUST0000500,25,Male,"Berlin, Germany",Low,Low Risk
CUST0000501,70,Female,Singapore,Low,High Risk
CUST0000502,61,Female,"Lagos, Nigeria",High,High Risk
CUST0000503,61,Female,"Berlin, Germany",Middle,Low Risk
CUST0000504,22,Female,"Lagos, Nigeria",Middle,High Risk
CUST0000505,56,Male,"Berlin, Germany",Low,Low Risk
CUST0000506,21,Male,"Toronto, Canada",High,High Risk
CUST0000507,23,Female,"London, UK",High,High Risk
CUST0000508,62,Female,"Toronto, Canada",Middle,Low Risk
CUST0000509,49,Male,"Dubai, UAE",High,Low Risk
CUST0000510,69,Female,"New York, USA",Middle,High Risk
CUST0000511,47,Male,"London, UK",Middle,High Risk
CUST0000512,64,Female,"Toronto, Canada",Middle,Low Risk
CUST0000513,52,Female,"Dubai, UAE",High,Low Risk
CUST0000514,72,Male,"New York, USA",Middle,High Risk
CUST0000515,57,Male,"Dubai, UAE",Middle,High Risk
CUST0000516,69,Male,"Lagos, Nigeria",Low,High Risk
CUST0000517,33,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000518,30,Female,"Lagos, Nigeria",Middle,High Risk
CUST0000519,67,Male,"Berlin, Germany",Low,Medium Risk
CUST0000520,59,Female,"London, UK",Low,Low Risk
CUST0000521,47,Male,"Lagos, Nigeria",High,High Risk
CUST0000522,36,Male,Singapore,Middle,Low Risk
CUST0000523,34,Female,"Dubai, UAE",High,Medium Risk
CUST0000524,73,Male,"London, UK",High,Low Risk
CUST0000525,36,Male,"Johannesburg, South Africa",Low,High Risk
CUST0000526,45,Male,Singapore,High,Medium Risk
CUST0000527,72,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0000528,43,Female,"Berlin, Germany",Low,High Risk
CUST0000529,54,Female,"Toronto, Canada",Middle,High Risk
CUST0000530,43,Male,"Berlin, Germany",Middle,High Risk
CUST0000531,70,Male,Singapore,Low,Low Risk
CUST0000532,40,Male,"New York, USA",Middle,Low Risk
CUST0000533,26,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000534,29,Female,Singapore,Middle,High Risk
CUST0000535,70,Female,"New York, USA",Low,High Risk
CUST0000536,18,Female,"New York, USA",High,Low Risk
CUST0000537,18,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000538,64,Male,"London, UK",Low,Low Risk
CUST0000539,51,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000540,49,Female,"Lagos, Nigeria",Middle,High Risk
CUST0000541,71,Male,"New York, USA",Middle,High Risk
CUST0000542,65,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0000543,42,Female,Singapore,High,Low Risk
CUST0000544,57,Male,"Toronto, Canada",High,High Risk
CUST0000545,62,Male,"New York, USA",High,Low Risk
CUST0000546,70,Male,Singapore,Low,High Risk
CUST0000547,18,Female,"Johannesburg, South Africa",High,High Risk
CUST0000548,33,Female,"Toronto, Canada",Low,Medium Risk
CUST0000549,56,Male,"Dubai, UAE",Middle,Low Risk
CUST0000550,22,Male,"Dubai, UAE",Middle,High Risk
CUST0000551,39,Female,"London, UK",High,Low Risk
CUST0000552,46,Male,Singapore,Low,Medium Risk
CUST0000553,72,Female,"New York, USA",Middle,Medium Risk
CUST0000554,20,Female,"Berlin, Germany",Low,Low Risk
CUST0000555,29,Male,"Dubai, UAE",Low,Low Risk
CUST0000556,43,Male,"Dubai, UAE",Middle,High Risk
CUST0000557,33,Male,"London, UK",Low,Medium Risk
CUST0000558,68,Male,"Toronto, Canada",Middle,Medium Risk
CUST0000559,54,Female,"London, UK",Middle,Medium Risk
CUST0000560,39,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000561,74,Female,"New York, USA",Low,High Risk
CUST0000562,46,Male,Singapore,Middle,Low Risk
CUST0000563,31,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000564,45,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0000565,22,Male,Singapore,Middle,High Risk
CUST0000566,64,Male,"Toronto, Canada",High,Low Risk
CUST0000567,66,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000568,47,Male,"Dubai, UAE",High,Medium Risk
CUST0000569,63,Male,"Toronto, Canada",Low,Medium Risk
CUST0000570,69,Female,"Dubai, UAE",Low,High Risk
CUST0000571,22,Male,"Dubai, UAE",Middle,Low Risk
CUST0000572,29,Female,"Lagos, Nigeria",Middle,High Risk
CUST0000573,33,Female,"Toronto, Canada",Middle,Low Risk
CUST0000574,43,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000575,43,Male,"London, UK",Low,Low Risk
CUST0000576,65,Male,"Dubai, UAE",Middle,Low Risk
CUST0000577,38,Female,"Berlin, Germany",Middle,Low Risk
CUST0000578,56,Male,"Berlin, Germany",High,High Risk
CUST0000579,53,Female,"London, UK",Middle,Low Risk
CUST0000580,50,Male,"Berlin, Germany",Middle,Low Risk
CUST0000581,47,Male,"New York, USA",Middle,Low Risk
CUST0000582,54,Female,"Dubai, UAE",Low,High Risk
CUST0000583,40,Female,"London, UK",High,High Risk
CUST0000584,27,Male,"Toronto, Canada",Middle,High Risk
CUST0000585,71,Female,"Dubai, UAE",Middle,Low Risk
CUST0000586,22,Female,"London, UK",High,Medium Risk
CUST0000587,53,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0000588,51,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0000589,69,Female,"Toronto, Canada",Middle,Low Risk
CUST0000590,48,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0000591,27,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0000592,36,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000593,49,Male,"Toronto, Canada",High,Low Risk
CUST0000594,18,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0000595,73,Female,"Berlin, Germany",High,Medium Risk
CUST0000596,22,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000597,62,Female,"London, UK",Low,High Risk
CUST0000598,21,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000599,33,Male,"New York, USA",High,High Risk
CUST0000600,41,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000601,33,Female,"Toronto, Canada",Middle,Low Risk
CUST0000602,72,Female,"Toronto, Canada",Low,High Risk
CUST0000603,19,Female,Singapore,Middle,High Risk
CUST0000604,66,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0000605,45,Male,"Dubai, UAE",Middle,High Risk
CUST0000606,49,Male,"Dubai, UAE",Low,Medium Risk
CUST0000607,44,Female,"Lagos, Nigeria",High,Medium Risk
CUST0000608,37,Female,Singapore,High,High Risk
CUST0000609,41,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000610,29,Female,"Berlin, Germany",Low,High Risk
CUST0000611,67,Male,"Lagos, Nigeria",Middle,High Risk
CUST0000612,52,Female,Singapore,High,Low Risk
CUST0000613,50,Female,"Johannesburg, South Africa",Low,High Risk
CUST0000614,50,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000615,68,Female,"Lagos, Nigeria",High,High Risk
CUST0000616,60,Female,"Berlin, Germany",Low,Low Risk
CUST0000617,54,Female,Singapore,Low,Medium Risk
CUST0000618,29,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000619,20,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000620,18,Male,Singapore,High,High Risk
CUST0000621,50,Male,"New York, USA",Low,Low Risk
CUST0000622,57,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000623,27,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0000624,60,Female,"Toronto, Canada",High,Low Risk
CUST0000625,61,Female,"Berlin, Germany",High,High Risk
CUST0000626,46,Female,"London, UK",Middle,High Risk
CUST0000627,30,Female,"New York, USA",Low,High Risk
CUST0000628,29,Female,Singapore,Middle,Low Risk
CUST0000629,48,Male,Singapore,Middle,Medium Risk
CUST0000630,63,Female,Singapore,Middle,High Risk
CUST0000631,19,Male,"New York, USA",Middle,Low Risk
CUST0000632,68,Male,"Johannesburg, South Africa",Low,High Risk
CUST0000633,67,Female,Singapore,Middle,High Risk
CUST0000634,52,Female,Singapore,Low,Medium Risk
CUST0000635,40,Male,"Berlin, Germany",Middle,High Risk
CUST0000636,34,Male,"Dubai, UAE",High,Medium Risk
CUST0000637,43,Female,"Dubai, UAE",Low,Low Risk
CUST0000638,25,Female,"Toronto, Canada",High,High Risk
CUST0000639,46,Male,"Toronto, Canada",Middle,Low Risk
CUST0000640,43,Female,Singapore,Middle,Low Risk
CUST0000641,27,Female,"Berlin, Germany",Middle,Low Risk
CUST0000642,43,Female,Singapore,Low,High Risk
CUST0000643,51,Male,"Toronto, Canada",High,Medium Risk
CUST0000644,68,Male,"New York, USA",Low,High Risk
CUST0000645,58,Male,"New York, USA",Low,Low Risk
CUST0000646,24,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000647,21,Female,"London, UK",High,Low Risk
CUST0000648,70,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000649,67,Male,"Berlin, Germany",Low,High Risk
CUST0000650,62,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0000651,28,Female,"Dubai, UAE",High,High Risk
CUST0000652,46,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0000653,73,Male,"London, UK",High,Medium Risk
CUST0000654,53,Female,"London, UK",High,Low Risk
CUST0000655,42,Female,Singapore,Middle,Medium Risk
CUST0000656,38,Female,"Toronto, Canada",Low,High Risk
CUST0000657,74,Male,"London, UK",Middle,Medium Risk
CUST0000658,53,Female,"London, UK",Low,Medium Risk
CUST0000659,27,Female,"Lagos, Nigeria",Low,High Risk
CUST0000660,54,Male,"Toronto, Canada",Middle,High Risk
CUST0000661,26,Female,"London, UK",Low,High Risk
CUST0000662,41,Male,"Dubai, UAE",Low,Medium Risk
CUST0000663,52,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000664,66,Female,"London, UK",Middle,Medium Risk
CUST0000665,52,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000666,65,Female,"Toronto, Canada",Low,Low Risk
CUST0000667,53,Female,Singapore,High,High Risk
CUST0000668,35,Female,"Berlin, Germany",Low,Medium Risk
CUST0000669,66,Female,"Toronto, Canada",High,Low Risk
CUST0000670,56,Male,"Lagos, Nigeria",Middle,High Risk
CUST0000671,49,Male,"Berlin, Germany",High,High Risk
CUST0000672,41,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000673,40,Male,"New York, USA",Middle,High Risk
CUST0000674,49,Female,"Johannesburg, South Africa",High,High Risk
CUST0000675,54,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000676,29,Male,"Johannesburg, South Africa",High,Low Risk
CUST0000677,66,Male,"Toronto, Canada",Middle,High Risk
CUST0000678,72,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0000679,30,Male,Singapore,Low,High Risk
CUST0000680,40,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000681,42,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0000682,52,Male,"Dubai, UAE",High,High Risk
CUST0000683,58,Male,"Johannesburg, South Africa",Low,High Risk
CUST0000684,47,Male,"Johannesburg, South Africa",High,Low Risk
CUST0000685,34,Male,"Berlin, Germany",Middle,Low Risk
CUST0000686,66,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000687,37,Female,"Johannesburg, South Africa",High,High Risk
CUST0000688,65,Male,"Toronto, Canada",Middle,Medium Risk
CUST0000689,42,Male,"London, UK",Low,Medium Risk
CUST0000690,39,Male,Singapore,High,Medium Risk
CUST0000691,30,Male,"Toronto, Canada",Low,Low Risk
CUST0000692,36,Female,"New York, USA",Low,Medium Risk
CUST0000693,66,Male,"Toronto, Canada",Low,Low Risk
CUST0000694,53,Female,"Berlin, Germany",High,Low Risk
CUST0000695,29,Male,"Berlin, Germany",Middle,Medium Risk
CUST0000696,58,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0000697,36,Male,"Toronto, Canada",Low,High Risk
CUST0000698,29,Male,"Berlin, Germany",Low,Medium Risk
CUST0000699,26,Female,"London, UK",Middle,High Risk
CUST0000700,24,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000701,45,Male,"Toronto, Canada",High,Medium Risk
CUST0000702,31,Male,Singapore,Middle,Medium Risk
CUST0000703,48,Female,"London, UK",High,Medium Risk
CUST0000704,69,Male,"Johannesburg, South Africa",High,High Risk
CUST0000705,36,Male,"Dubai, UAE",High,High Risk
CUST0000706,64,Female,Singapore,High,Medium Risk
CUST0000707,33,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000708,70,Female,Singapore,Low,High Risk
CUST0000709,22,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000710,52,Male,Singapore,Low,Low Risk
CUST0000711,29,Male,"Dubai, UAE",High,Low Risk
CUST0000712,42,Female,"London, UK",Middle,High Risk
CUST0000713,69,Male,Singapore,Low,High Risk
CUST0000714,38,Male,Singapore,Low,Low Risk
CUST0000715,53,Female,"Lagos, Nigeria",High,Low Risk
CUST0000716,70,Female,"Toronto, Canada",Low,Medium Risk
CUST0000717,40,Female,"Dubai, UAE",Low,High Risk
CUST0000718,33,Female,"Johannesburg, South Africa",Low,High Risk
CUST0000719,74,Female,"Dubai, UAE",Low,Low Risk
CUST0000720,56,Male,"Berlin, Germany",Low,Low Risk
CUST0000721,62,Female,"Johannesburg, South Africa",High,High Risk
CUST0000722,70,Male,"Dubai, UAE",High,Medium Risk
CUST0000723,59,Male,"London, UK",Low,Low Risk
CUST0000724,56,Female,"Johannesburg, South Africa",High,High Risk
CUST0000725,31,Female,"Johannesburg, South Africa",High,High Risk
CUST0000726,48,Female,"Dubai, UAE",Middle,Medium Risk
CUST0000727,22,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0000728,52,Female,"Lagos, Nigeria",High,Low Risk
CUST0000729,40,Female,"Toronto, Canada",High,Low Risk
CUST0000730,46,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0000731,60,Female,"Toronto, Canada",Middle,High Risk
CUST0000732,28,Female,"Dubai, UAE",Low,Low Risk
CUST0000733,35,Male,Singapore,Middle,High Risk
CUST0000734,64,Male,"New York, USA",Low,Low Risk
CUST0000735,29,Male,"New York, USA",Low,Medium Risk
CUST0000736,26,Female,Singapore,Low,Medium Risk
CUST0000737,27,Female,Singapore,Low,High Risk
CUST0000738,61,Female,Singapore,Middle,Medium Risk
CUST0000739,34,Male,"London, UK",Middle,High Risk
CUST0000740,55,Female,"New York, USA",High,High Risk
CUST0000741,24,Female,Singapore,Low,Medium Risk
CUST0000742,63,Female,"London, UK",Middle,High Risk
CUST0000743,30,Male,"Berlin, Germany",Middle,Medium Risk
CUST0000744,57,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000745,59,Male,"London, UK",Low,Low Risk
CUST0000746,26,Female,"New York, USA",High,Medium Risk
CUST0000747,67,Male,"Dubai, UAE",Middle,Medium Risk
CUST0000748,44,Male,"Berlin, Germany",Low,Medium Risk
CUST0000749,19,Male,"New York, USA",Middle,Medium Risk
CUST0000750,22,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000751,46,Female,"London, UK",High,High Risk
CUST0000752,54,Male,"Lagos, Nigeria",Middle,High Risk
CUST0000753,55,Male,"Toronto, Canada",Middle,Low Risk
CUST0000754,36,Female,"Johannesburg, South Africa",Low,High Risk
CUST0000755,25,Female,"New York, USA",Low,Low Risk
CUST0000756,65,Male,Singapore,High,High Risk
CUST0000757,62,Female,"London, UK",Low,Medium Risk
CUST0000758,18,Female,Singapore,Low,Medium Risk
CUST0000759,39,Female,Singapore,High,Medium Risk
CUST0000760,69,Female,Singapore,Middle,Low Risk
CUST0000761,34,Male,Singapore,High,Low Risk
CUST0000762,24,Female,Singapore,Low,High Risk
CUST0000763,42,Female,"Berlin, Germany",High,High Risk
CUST0000764,62,Male,"New York, USA",Middle,High Risk
CUST0000765,21,Male,"Johannesburg, South Africa",High,Low Risk
CUST0000766,53,Female,"New York, USA",Low,High Risk
CUST0000767,23,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0000768,48,Female,"Toronto, Canada",High,High Risk
CUST0000769,36,Female,"London, UK",Middle,Medium Risk
CUST0000770,61,Male,"Lagos, Nigeria",High,Low Risk
CUST0000771,71,Male,"Berlin, Germany",Middle,Medium Risk
CUST0000772,56,Male,"London, UK",Middle,Medium Risk
CUST0000773,44,Female,"Berlin, Germany",High,Medium Risk
CUST0000774,27,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0000775,43,Female,"New York, USA",Low,Low Risk
CUST0000776,36,Female,Singapore,High,Low Risk
CUST0000777,56,Male,"Toronto, Canada",Middle,Low Risk
CUST0000778,20,Male,"Toronto, Canada",Low,High Risk
CUST0000779,62,Female,"Dubai, UAE",High,Low Risk
CUST0000780,30,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0000781,67,Female,"Toronto, Canada",Low,Low Risk
CUST0000782,45,Female,Singapore,Low,High Risk
CUST0000783,37,Male,"New York, USA",Middle,High Risk
CUST0000784,45,Female,"Lagos, Nigeria",High,High Risk
CUST0000785,25,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000786,58,Male,"London, UK",Middle,Low Risk
CUST0000787,56,Female,"Johannesburg, South Africa",High,Low Risk
CUST0000788,18,Female,Singapore,Low,Low Risk
CUST0000789,20,Male,Singapore,High,Medium Risk
CUST0000790,30,Female,"Toronto, Canada",Middle,Medium Risk
CUST0000791,45,Male,"Lagos, Nigeria",Low,High Risk
CUST0000792,74,Female,"New York, USA",Middle,High Risk
CUST0000793,66,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0000794,42,Male,"Dubai, UAE",Low,Medium Risk
CUST0000795,73,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000796,50,Female,"Berlin, Germany",Low,Low Risk
CUST0000797,55,Male,"Berlin, Germany",Middle,Low Risk
CUST0000798,70,Male,"New York, USA",High,High Risk
CUST0000799,23,Male,"New York, USA",Middle,High Risk
CUST0000800,61,Male,"Berlin, Germany",Low,High Risk
CUST0000801,62,Male,"Dubai, UAE",Middle,Low Risk
CUST0000802,49,Female,"Lagos, Nigeria",Middle,Low Risk
CUST0000803,62,Female,"Berlin, Germany",Low,High Risk
CUST0000804,64,Female,"New York, USA",High,High Risk
CUST0000805,38,Female,"Toronto, Canada",Middle,Medium Risk
CUST0000806,33,Female,"London, UK",Low,Medium Risk
CUST0000807,71,Female,"Dubai, UAE",High,High Risk
CUST0000808,38,Female,Singapore,High,High Risk
CUST0000809,28,Male,"Dubai, UAE",High,Medium Risk
CUST0000810,54,Female,"Toronto, Canada",Middle,High Risk
CUST0000811,53,Male,"Toronto, Canada",Middle,Medium Risk
CUST0000812,52,Male,Singapore,Middle,Medium Risk
CUST0000813,36,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000814,37,Male,"New York, USA",Middle,Low Risk
CUST0000815,74,Male,"Berlin, Germany",Low,Low Risk
CUST0000816,35,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0000817,64,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0000818,58,Female,"Dubai, UAE",High,Low Risk
CUST0000819,66,Female,Singapore,Middle,High Risk
CUST0000820,31,Female,"Dubai, UAE",Low,High Risk
CUST0000821,32,Female,"Johannesburg, South Africa",High,High Risk
CUST0000822,48,Female,"Toronto, Canada",Low,High Risk
CUST0000823,18,Female,"Berlin, Germany",High,High Risk
CUST0000824,70,Female,"Dubai, UAE",High,Medium Risk
CUST0000825,71,Female,"Lagos, Nigeria",Middle,High Risk
CUST0000826,71,Female,"Toronto, Canada",Low,Medium Risk
CUST0000827,20,Female,"Lagos, Nigeria",High,Low Risk
CUST0000828,33,Male,"Berlin, Germany",Middle,High Risk
CUST0000829,40,Female,"Dubai, UAE",High,Low Risk
CUST0000830,74,Male,"London, UK",High,Medium Risk
CUST0000831,28,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0000832,29,Male,"Dubai, UAE",High,Low Risk
CUST0000833,27,Male,"Johannesburg, South Africa",High,High Risk
CUST0000834,49,Female,"Berlin, Germany",High,High Risk
CUST0000835,33,Male,"Dubai, UAE",Middle,Low Risk
CUST0000836,25,Female,"Johannesburg, South Africa",High,Low Risk
CUST0000837,55,Female,Singapore,Low,Low Risk
CUST0000838,29,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0000839,41,Female,"Dubai, UAE",Low,High Risk
CUST0000840,45,Male,"New York, USA",High,High Risk
CUST0000841,70,Male,"Dubai, UAE",Low,Low Risk
CUST0000842,25,Female,"Dubai, UAE",High,High Risk
CUST0000843,45,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000844,53,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0000845,43,Female,"London, UK",Middle,High Risk
CUST0000846,25,Female,"Lagos, Nigeria",High,Low Risk
CUST0000847,67,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000848,45,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0000849,45,Male,"Toronto, Canada",Middle,Low Risk
CUST0000850,54,Female,"New York, USA",Middle,Low Risk
CUST0000851,58,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000852,53,Female,Singapore,Middle,Low Risk
CUST0000853,44,Female,"Berlin, Germany",High,Medium Risk
CUST0000854,71,Female,Singapore,Low,Medium Risk
CUST0000855,34,Male,"Berlin, Germany",High,High Risk
CUST0000856,26,Female,"Dubai, UAE",Low,Low Risk
CUST0000857,50,Male,"Toronto, Canada",High,Low Risk
CUST0000858,70,Female,"New York, USA",High,High Risk
CUST0000859,37,Male,Singapore,Middle,Medium Risk
CUST0000860,30,Female,"New York, USA",High,Low Risk
CUST0000861,45,Male,Singapore,Middle,High Risk
CUST0000862,65,Female,"Dubai, UAE",Low,High Risk
CUST0000863,46,Male,"Berlin, Germany",High,Low Risk
CUST0000864,30,Male,"London, UK",High,High Risk
CUST0000865,63,Male,"Toronto, Canada",Low,Medium Risk
CUST0000866,52,Male,Singapore,Low,High Risk
CUST0000867,23,Male,Singapore,High,Medium Risk
CUST0000868,35,Male,"Dubai, UAE",Low,Medium Risk
CUST0000869,68,Female,"Toronto, Canada",Middle,Low Risk
CUST0000870,22,Male,"Berlin, Germany",Low,High Risk
CUST0000871,64,Female,"Berlin, Germany",Low,Medium Risk
CUST0000872,42,Female,Singapore,High,Medium Risk
CUST0000873,19,Female,"London, UK",Middle,High Risk
CUST0000874,27,Female,"London, UK",Low,Medium Risk
CUST0000875,73,Female,"New York, USA",Middle,High Risk
CUST0000876,47,Male,"Toronto, Canada",Middle,Low Risk
CUST0000877,67,Male,"Toronto, Canada",Middle,Medium Risk
CUST0000878,62,Male,"Berlin, Germany",High,Medium Risk
CUST0000879,22,Female,"New York, USA",Low,High Risk
CUST0000880,72,Male,"Dubai, UAE",High,High Risk
CUST0000881,73,Male,"Toronto, Canada",Low,High Risk
CUST0000882,50,Male,"New York, USA",Low,High Risk
CUST0000883,71,Male,"New York, USA",High,Medium Risk
CUST0000884,18,Male,Singapore,Middle,Low Risk
CUST0000885,35,Female,"Berlin, Germany",Middle,Low Risk
CUST0000886,49,Male,"New York, USA",Low,Low Risk
CUST0000887,64,Female,"Johannesburg, South Africa",High,Low Risk
CUST0000888,66,Female,"London, UK",Middle,High Risk
CUST0000889,28,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000890,38,Female,"London, UK",Low,Medium Risk
CUST0000891,43,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0000892,42,Male,"Berlin, Germany",High,High Risk
CUST0000893,39,Male,Singapore,Low,Medium Risk
CUST0000894,44,Male,"Dubai, UAE",Middle,High Risk
CUST0000895,66,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0000896,30,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0000897,50,Male,"Lagos, Nigeria",Middle,High Risk
CUST0000898,51,Female,"London, UK",High,Medium Risk
CUST0000899,58,Female,Singapore,High,Low Risk
CUST0000900,52,Female,"Lagos, Nigeria",Low,Low Risk
CUST0000901,18,Female,"Berlin, Germany",Low,Low Risk
CUST0000902,38,Male,Singapore,Low,High Risk
CUST0000903,65,Female,"Berlin, Germany",High,High Risk
CUST0000904,72,Female,"New York, USA",Middle,Medium Risk
CUST0000905,23,Male,"Toronto, Canada",Low,Low Risk
CUST0000906,45,Male,"New York, USA",Middle,Medium Risk
CUST0000907,34,Female,"Berlin, Germany",Low,Medium Risk
CUST0000908,22,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0000909,48,Female,Singapore,Low,Medium Risk
CUST0000910,22,Female,"London, UK",Low,High Risk
CUST0000911,55,Male,"Dubai, UAE",Low,Medium Risk
CUST0000912,20,Male,"London, UK",Middle,Low Risk
CUST0000913,70,Female,Singapore,Low,High Risk
CUST0000914,40,Female,"New York, USA",Middle,High Risk
CUST0000915,54,Female,"Dubai, UAE",High,Medium Risk
CUST0000916,70,Male,Singapore,Low,Medium Risk
CUST0000917,54,Female,"Berlin, Germany",Middle,High Risk
CUST0000918,27,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0000919,27,Female,"London, UK",High,Low Risk
CUST0000920,36,Female,"Berlin, Germany",High,Medium Risk
