payment_id,policy_id,premium_paid,payment_date,payment_status
PAY0000484,POL0001825,524.94,2019-05-12,Paid
PAY0000485,POL0001137,2599.86,2024-01-18,Paid
PAY0000486,POL0001699,4241.52,2021-04-05,Paid
PAY0000487,POL0001575,483.28,2019-08-31,Paid
PAY0000488,POL0000505,2803.16,2018-05-01,Paid
PAY0000489,POL0001967,3322.97,2019-08-18,Paid
PAY0000490,POL0002267,3043.82,2023-10-19,Paid
PAY0000491,POL0001541,4412.59,2020-04-18,Paid
PAY0000492,POL0001777,4358.7,2023-06-10,Paid
PAY0000493,POL0002213,475.08,2023-05-11,Paid
PAY0000494,POL0002429,1932.53,2023-04-21,Paid
PAY0000495,POL0001208,3419.98,2019-06-01,Paid
PAY0000496,POL0001927,4771.73,2023-02-01,Paid
PAY0000497,POL0002417,4062.49,2018-02-23,Paid
PAY0000498,POL0002056,1047.63,2019-10-03,Paid
PAY0000499,POL0001406,1540.2,2021-08-12,Paid
PAY0000500,POL0002014,3865.25,2020-05-05,Paid
PAY0000501,POL0000448,2463.08,2020-06-11,Paid
PAY0000502,POL0001721,2827.05,2021-09-14,Paid
PAY0000503,POL0001178,3123.1,2023-09-27,Paid
PAY0000504,POL0000034,695.8,2021-03-31,Paid
PAY0000505,POL0000497,4308.62,2023-08-01,Pending
PAY0000506,POL0002912,4343.05,2020-06-04,Paid
PAY0000507,POL0002070,2447.55,2023-06-20,Paid
PAY0000508,POL0001404,3208.86,2023-02-06,Paid
PAY0000509,POL0002711,3367.54,2024-09-17,Paid
PAY0000510,POL0001603,1110.67,2019-11-19,Failed
PAY0000511,POL0001939,740.41,2021-06-04,Pending
PAY0000512,POL0000590,299.23,2024-09-12,Paid
PAY0000513,POL0001575,4581.83,2023-03-21,Paid
PAY0000514,POL0000677,1859.42,2019-03-06,Paid
PAY0000515,POL0001123,611.99,2019-12-25,Paid
PAY0000516,POL0002043,2435.84,2020-01-03,Failed
PAY0000517,POL0002319,563.0,2023-08-22,Paid
PAY0000518,POL0002009,609.2,2022-03-29,Failed
PAY0000519,POL0000001,2546.65,2018-03-14,Paid
PAY0000520,POL0002335,2642.42,2018-06-07,Paid
PAY0000521,POL0002021,2984.69,2018-04-09,Paid
PAY0000522,POL0000939,3350.3,2022-10-29,Paid
PAY0000523,POL0001280,3407.68,2018-10-12,Pending
PAY0000524,POL0000854,2278.38,2019-01-27,Paid
PAY0000525,POL0000050,3288.96,2023-08-30,Paid
PAY0000526,POL0001556,1662.75,2020-03-30,Paid
PAY0000527,POL0002665,2318.28,2022-01-21,Paid
PAY0000528,POL0002238,2087.97,2018-06-06,Paid
PAY0000529,POL0001775,1779.73,2021-07-06,Failed
PAY0000530,POL0002808,1345.14,2023-04-19,Paid
PAY0000531,POL0000066,576.6,2018-01-22,Paid
PAY0000532,POL0002444,2628.37,2021-03-14,Paid
PAY0000533,POL0001275,2778.98,2024-01-29,Paid
PAY0000534,POL0000128,1813.54,2019-10-08,Paid
PAY0000535,POL0002745,4884.05,2020-02-07,Pending
PAY0000536,POL0000188,2873.41,2019-12-23,Paid
PAY0000537,POL0001207,4467.25,2018-09-01,Paid
PAY0000538,POL0001607,2936.41,2022-05-05,Failed
PAY0000539,POL0000578,1111.6,2022-10-03,Failed
PAY0000540,POL0002889,4878.19,2022-11-19,Paid
PAY0000541,POL0000762,4449.61,2018-06-02,Paid
PAY0000542,POL0000667,2462.11,2021-01-27,Failed
PAY0000543,POL0000933,1366.68,2022-06-28,Paid
PAY0000544,POL0002127,1268.81,2024-10-14,Failed
PAY0000545,POL0001043,4068.9,2020-06-28,Paid
PAY0000546,POL0001971,531.77,2022-12-02,Paid
PAY0000547,POL0000045,3262.69,2020-02-16,Paid
PAY0000548,POL0001246,3272.65,2024-10-08,Paid
PAY0000549,POL0002177,1075.78,2024-01-13,Failed
PAY0000550,POL0000618,3583.58,2019-12-02,Paid
PAY0000551,POL0000763,3585.95,2023-11-20,Paid
PAY0000552,POL0001657,1880.15,2020-12-29,Paid
PAY0000553,POL0000793,2520.2,2023-02-08,Paid
PAY0000554,POL0001251,4197.27,2018-03-21,Paid
PAY0000555,POL0002445,2711.14,2018-10-20,Paid
PAY0000556,POL0002323,3167.15,2018-01-03,Paid
PAY0000557,POL0000138,2181.29,2019-04-21,Paid
PAY0000558,POL0001351,918.08,2019-12-05,Paid
PAY0000559,POL0002831,4990.72,2023-07-14,Paid
PAY0000560,POL0002263,2751.38,2021-06-05,Paid
PAY0000561,POL0002276,1814.94,2021-05-14,Paid
PAY0000562,POL0002155,3626.18,2021-10-16,Pending
PAY0000563,POL0002207,3179.94,2023-07-10,Paid
PAY0000564,POL0001918,1317.96,2022-12-27,Paid
PAY0000565,POL0001160,4409.24,2020-11-16,Paid
PAY0000566,POL0002078,540.33,2019-12-18,Paid
PAY0000567,POL0001122,3107.35,2020-03-31,Paid
PAY0000568,POL0000609,2493.86,2018-09-03,Paid
PAY0000569,POL0000769,1727.35,2024-04-30,Pending
PAY0000570,POL0000784,4166.62,2021-08-12,Paid
PAY0000571,POL0002930,3350.13,2021-06-14,Paid
PAY0000572,POL0002971,3845.6,2020-09-22,Paid
PAY0000573,POL0002390,2190.36,2024-05-31,Paid
PAY0000574,POL0000168,4723.51,2022-12-02,Paid
PAY0000575,POL0000684,1854.67,2019-01-13,Paid
PAY0000576,POL0002680,2749.02,2024-01-16,Paid
PAY0000577,POL0002480,4681.52,2020-09-27,Paid
PAY0000578,POL0000039,599.31,2019-10-18,Paid
PAY0000579,POL0000980,722.29,2024-12-26,Paid
PAY0000580,POL0002435,4972.1,2018-04-01,Paid
PAY0000581,POL0002817,4862.68,2019-04-02,Paid
PAY0000582,POL0000791,3904.17,2024-11-09,Paid
PAY0000583,POL0000742,2524.1,2020-07-31,Paid
PAY0000584,POL0001475,2629.09,2018-05-10,Paid
PAY0000585,POL0002449,1434.62,2019-08-31,Paid
PAY0000586,POL0001127,2277.11,2024-02-18,Paid
PAY0000587,POL0001751,2270.48,2024-09-25,Paid
PAY0000588,POL0000102,373.23,2024-07-10,Paid
PAY0000589,POL0001931,2375.16,2020-04-05,Paid
PAY0000590,POL0000655,2503.01,2023-01-04,Paid
PAY0000591,POL0002951,3395.76,2022-04-04,Paid
PAY0000592,POL0001327,2678.97,2018-03-22,Pending
PAY0000593,POL0000752,4336.08,2021-01-14,Paid
PAY0000594,POL0001541,1964.3,2021-01-12,Failed
PAY0000595,POL0001233,2166.64,2021-10-17,Paid
PAY0000596,POL0002135,2943.12,2020-07-29,Paid
PAY0000597,POL0001986,1173.07,2022-05-06,Paid
PAY0000598,POL0000859,2088.79,2020-04-12,Failed
PAY0000599,POL0000319,3493.6,2023-02-09,Pending
PAY0000600,POL0000967,2176.68,2024-07-23,Paid
PAY0000601,POL0002935,4551.76,2023-04-06,Paid
PAY0000602,POL0000633,3153.44,2021-09-18,Paid
PAY0000603,POL0001114,938.09,2022-03-10,Paid
PAY0000604,POL0002700,2539.73,2020-06-09,Paid
PAY0000605,POL0000950,3870.94,2019-10-17,Paid
PAY0000606,POL0002001,3288.06,2020-05-26,Paid
PAY0000607,POL0001418,4449.27,2022-07-20,Paid
PAY0000608,POL0001911,3799.92,2018-04-20,Paid
PAY0000609,POL0000240,495.75,2018-05-22,Paid
PAY0000610,POL0002191,740.06,2024-04-16,Failed
PAY0000611,POL0001743,3318.79,2021-01-02,Paid
PAY0000612,POL0000119,1344.36,2022-05-06,Paid
PAY0000613,POL0000596,3021.61,2019-09-07,Paid
PAY0000614,POL0002016,4002.64,2024-06-05,Paid
PAY0000615,POL0001275,2969.27,2021-02-18,Paid
PAY0000616,POL0000163,2194.35,2021-08-10,Paid
PAY0000617,POL0000654,3302.1,2021-04-28,Paid
PAY0000618,POL0000350,889.37,2023-11-27,Paid
PAY0000619,POL0000031,3671.4,2022-10-06,Paid
PAY0000620,POL0002506,3545.72,2019-09-30,Failed
PAY0000621,POL0002139,2669.14,2023-12-11,Paid
PAY0000622,POL0002176,1538.3,2018-06-21,Paid
PAY0000623,POL0002827,4028.31,2018-02-21,Paid
PAY0000624,POL0000970,2650.64,2024-12-23,Pending
PAY0000625,POL0000848,484.05,2021-01-17,Paid
PAY0000626,POL0000792,4609.34,2021-10-04,Paid
PAY0000627,POL0000509,3885.04,2021-05-17,Paid
PAY0000628,POL0002984,3007.06,2020-05-30,Paid
PAY0000629,POL0000745,2296.76,2020-10-24,Pending
PAY0000630,POL0000740,4807.52,2023-11-03,Paid
PAY0000631,POL0001905,3920.1,2024-11-17,Paid
PAY0000632,POL0002039,2767.97,2019-11-26,Paid
PAY0000633,POL0000237,3335.14,2023-03-16,Paid
PAY0000634,POL0002007,1547.6,2023-04-02,Paid
PAY0000635,POL0001557,1139.44,2019-09-12,Paid
PAY0000636,POL0001013,1511.93,2019-07-08,Paid
PAY0000637,POL0001075,1607.05,2023-12-29,Paid
PAY0000638,POL0001873,3750.74,2020-09-22,Paid
PAY0000639,POL0001847,872.29,2020-11-29,Paid
PAY0000640,POL0000469,3932.42,2023-10-05,Failed
PAY0000641,POL0001916,2712.3,2022-06-16,Paid
PAY0000642,POL0000388,2045.95,2018-08-16,Paid
PAY0000643,POL0001367,1641.9,2019-10-12,Paid
PAY0000644,POL0000736,2663.36,2022-10-16,Paid
PAY0000645,POL0000654,1724.09,2018-12-27,Pending
PAY0000646,POL0002089,2261.37,2024-09-25,Pending
PAY0000647,POL0001510,3747.27,2023-03-10,Paid
PAY0000648,POL0000953,3204.79,2024-10-12,Paid
PAY0000649,POL0001726,3790.32,2021-06-04,Failed
PAY0000650,POL0002857,3622.27,2024-12-20,Paid
PAY0000651,POL0001581,4112.35,2023-10-03,Paid
PAY0000652,POL0000382,1168.11,2023-01-21,Pending
PAY0000653,POL0000096,4976.59,2022-09-24,Paid
PAY0000654,POL0000912,2483.7,2024-02-24,Paid
PAY0000655,POL0000787,3647.52,2020-07-06,Paid
PAY0000656,POL0000293,3453.2,2018-02-01,Paid
PAY0000657,POL0000341,2917.52,2019-03-05,Paid
PAY0000658,POL0000719,4979.92,2018-09-04,Pending
PAY0000659,POL0002586,1243.12,2020-12-20,Paid
PAY0000660,POL0001374,2224.3,2021-02-13,Paid
PAY0000661,POL0002920,813.11,2021-05-31,Paid
PAY0000662,POL0000960,1072.81,2024-01-23,Failed
PAY0000663,POL0002429,3622.23,2018-10-02,Paid
PAY0000664,POL0002907,223.24,2018-02-14,Paid
PAY0000665,POL0002647,4471.14,2024-11-11,Paid
PAY0000666,POL0002978,3239.29,2018-11-14,Paid
PAY0000667,POL0001915,2316.34,2020-05-21,Pending
PAY0000668,POL0002810,1790.53,2021-07-24,Paid
PAY0000669,POL0002412,806.12,2022-02-18,Paid
PAY0000670,POL0002614,4623.5,2021-10-10,Paid
PAY0000671,POL0000969,3619.15,2018-06-15,Paid
PAY0000672,POL0002875,1814.69,2019-12-04,Paid
PAY0000673,POL0001940,540.49,2024-06-08,Paid
PAY0000674,POL0002031,1763.28,2022-08-13,Paid
PAY0000675,POL0001575,1086.24,2022-07-18,Paid
PAY0000676,POL0000505,3974.11,2018-12-09,Paid
PAY0000677,POL0001870,3654.07,2018-05-09,Paid
PAY0000678,POL0002033,2591.17,2020-06-28,Paid
PAY0000679,POL0002266,4452.04,2023-12-30,Paid
PAY0000680,POL0001883,1067.27,2018-08-11,Paid
PAY0000681,POL0002530,2369.43,2024-11-14,Failed
PAY0000682,POL0002985,3610.98,2024-09-06,Paid
PAY0000683,POL0002797,525.45,2023-09-15,Paid
PAY0000684,POL0001349,1988.85,2023-07-29,Paid
PAY0000685,POL0000836,2943.99,2019-03-14,Paid
PAY0000686,POL0000489,1960.66,2021-08-30,Paid
PAY0000687,POL0001432,2504.96,2018-10-11,Failed
PAY0000688,POL0002848,3118.97,2023-06-07,Failed
PAY0000689,POL0002259,1968.27,2018-06-18,Paid
PAY0000690,POL0002714,708.87,2024-10-25,Paid
PAY0000691,POL0000259,869.33,2020-08-27,Paid
PAY0000692,POL0001251,2729.62,2023-12-25,Paid
PAY0000693,POL0002023,1038.75,2019-07-04,Paid
PAY0000694,POL0001618,4471.2,2021-11-18,Paid
PAY0000695,POL0002420,4204.09,2023-02-11,Paid
PAY0000696,POL0001415,1875.35,2023-04-05,Failed
PAY0000697,POL0000992,4188.74,2018-04-23,Paid
PAY0000698,POL0002136,2759.3,2024-12-24,Paid
PAY0000699,POL0000400,963.44,2022-05-14,Paid
PAY0000700,POL0000309,3148.22,2024-04-10,Paid
PAY0000701,POL0000004,3461.37,2019-05-21,Paid
PAY0000702,POL0001197,602.68,2021-06-11,Paid
PAY0000703,POL0001568,1709.37,2018-03-18,Paid
PAY0000704,POL0002274,225.84,2021-01-23,Paid
PAY0000705,POL0002387,1718.86,2021-07-24,Paid
PAY0000706,POL0001230,1810.14,2023-01-13,Paid
PAY0000707,POL0001126,3225.0,2021-02-14,Paid
PAY0000708,POL0002106,1155.41,2022-06-19,Paid
PAY0000709,POL0001805,344.44,2022-07-29,Paid
PAY0000710,POL0001174,1715.05,2022-01-23,Paid
PAY0000711,POL0002604,4162.97,2018-01-14,Paid
PAY0000712,POL0001566,2115.9,2021-03-04,Paid
PAY0000713,POL0000919,2192.45,2020-09-11,Paid
PAY0000714,POL0000524,2451.33,2022-02-01,Paid
PAY0000715,POL0000526,3808.59,2020-03-10,Paid
PAY0000716,POL0001316,2504.12,2020-04-16,Pending
PAY0000717,POL0000024,638.16,2021-12-20,Pending
PAY0000718,POL0002811,1190.72,2018-04-10,Paid
PAY0000719,POL0001655,1101.91,2022-03-02,Failed
PAY0000720,POL0001614,2637.74,2022-07-18,Failed
PAY0000721,POL0000242,343.66,2019-01-24,Pending
PAY0000722,POL0000203,1561.36,2022-08-31,Paid
PAY0000723,POL0000237,3114.54,2024-11-13,Pending
PAY0000724,POL0000951,1902.32,2023-04-14,Paid
PAY0000725,POL0000294,3597.02,2018-07-20,Paid
PAY0000726,POL0001111,2077.86,2023-09-10,Paid
PAY0000727,POL0000210,4900.44,2018-04-29,Paid
PAY0000728,POL0000788,4833.71,2024-02-05,Paid
PAY0000729,POL0001633,4039.24,2020-01-13,Pending
PAY0000730,POL0002277,4781.07,2021-05-12,Pending
PAY0000731,POL0000410,1182.94,2020-03-05,Pending
PAY0000732,POL0002818,3804.43,2022-11-12,Pending
PAY0000733,POL0000963,1743.96,2024-03-01,Paid
PAY0000734,POL0001492,3681.41,2018-12-16,Paid
PAY0000735,POL0000458,1994.69,2019-02-20,Failed
PAY0000736,POL0002602,1589.22,2023-02-16,Paid
PAY0000737,POL0002261,4802.22,2022-12-03,Pending
PAY0000738,POL0001832,1207.45,2018-09-06,Paid
PAY0000739,POL0001929,3841.13,2020-12-05,Failed
PAY0000740,POL0000386,3438.43,2021-08-15,Paid
PAY0000741,POL0001436,1656.69,2020-05-18,Paid
PAY0000742,POL0000528,2400.05,2018-03-02,Pending
PAY0000743,POL0001412,886.13,2022-11-01,Paid
PAY0000744,POL0000990,4621.8,2023-09-29,Paid
PAY0000745,POL0000102,4846.98,2022-04-10,Paid
PAY0000746,POL0001613,3715.82,2018-12-18,Paid
PAY0000747,POL0000390,4277.22,2023-05-04,Paid
PAY0000748,POL0001226,596.56,2024-11-19,Pending
PAY0000749,POL0001416,2043.05,2021-03-23,Paid
PAY0000750,POL0000841,1787.89,2022-08-04,Paid
PAY0000751,POL0001378,2911.77,2024-06-15,Paid
PAY0000752,POL0001617,1080.11,2022-01-24,Paid
PAY0000753,POL0001780,2904.23,2020-07-04,Paid
PAY0000754,POL0000235,3340.95,2021-12-19,Paid
PAY0000755,POL0000114,835.29,2018-03-14,Paid
PAY0000756,POL0001984,832.26,2022-09-09,Paid
PAY0000757,POL0000809,370.03,2018-10-26,Pending
PAY0000758,POL0001064,3852.28,2024-01-08,Paid
PAY0000759,POL0002151,1788.84,2018-01-27,Paid
PAY0000760,POL0000411,1282.02,2019-04-28,Paid
PAY0000761,POL0001319,3934.85,2021-09-14,Paid
PAY0000762,POL0001589,887.63,2019-02-28,Paid
PAY0000763,POL0000808,2250.48,2024-04-11,Paid
PAY0000764,POL0001588,3774.98,2022-03-24,Paid
PAY0000765,POL0001061,2954.4,2023-10-29,Paid
PAY0000766,POL0000067,2859.2,2018-07-11,Pending
PAY0000767,POL0002451,955.82,2019-12-10,Paid
PAY0000768,POL0001698,1068.48,2021-03-17,Failed
PAY0000769,POL0002254,2996.28,2019-08-12,Pending
PAY0000770,POL0000341,313.12,2019-05-30,Failed
PAY0000771,POL0001858,4371.77,2023-10-15,Paid
PAY0000772,POL0001076,1882.26,2019-11-05,Paid
PAY0000773,POL0002474,2199.76,2018-07-20,Paid
PAY0000774,POL0000956,1440.48,2024-07-31,Failed
PAY0000775,POL0000209,4408.02,2020-09-07,Paid
PAY0000776,POL0001538,3284.02,2022-08-17,Paid
PAY0000777,POL0002011,2359.56,2019-09-18,Paid
PAY0000778,POL0002724,3009.48,2019-04-01,Paid
PAY0000779,POL0001889,2025.77,2022-03-31,Paid
PAY0000780,POL0000369,2434.8,2022-06-16,Paid
PAY0000781,POL0001763,1916.63,2024-10-06,Paid
PAY0000782,POL0000994,2171.24,2023-03-28,Paid
PAY0000783,POL0000082,1711.89,2021-05-08,Paid
PAY0000784,POL0001188,572.68,2020-10-29,Paid
PAY0000785,POL0000377,379.26,2022-10-16,Paid
PAY0000786,POL0000003,1035.71,2019-06-15,Paid
PAY0000787,POL0000684,1407.86,2024-05-14,Paid
PAY0000788,POL0000764,4474.26,2019-07-16,Pending
PAY0000789,POL0000266,3133.99,2020-02-20,Paid
PAY0000790,POL0002483,4799.83,2022-04-11,Paid
PAY0000791,POL0002730,1830.3,2020-07-08,Pending
PAY0000792,POL0000725,2128.34,2020-12-03,Paid
PAY0000793,POL0002841,3654.82,2020-02-12,Paid
PAY0000794,POL0001251,2973.93,2021-03-11,Paid
PAY0000795,POL0002424,2733.82,2018-04-21,Paid
PAY0000796,POL0001286,2962.71,2022-10-15,Paid
PAY0000797,POL0002414,3003.85,2024-11-21,Pending
PAY0000798,POL0000767,3875.55,2024-05-14,Paid
PAY0000799,POL0002476,3406.79,2018-11-12,Paid
PAY0000800,POL0001032,4795.11,2022-11-29,Paid
PAY0000801,POL0001954,4750.22,2020-02-07,Paid
PAY0000802,POL0001065,2225.23,2018-12-04,Paid
PAY0000803,POL0001902,371.47,2020-02-06,Paid
PAY0000804,POL0002691,253.16,2022-10-19,Paid
PAY0000805,POL0002612,791.33,2022-08-15,Pending
PAY0000806,POL0001126,559.51,2021-05-28,Paid
PAY0000807,POL0001243,1992.16,2022-02-23,Paid
PAY0000808,POL0002292,453.8,2018-04-12,Pending
PAY0000809,POL0002893,3199.59,2020-10-20,Paid
PAY0000810,POL0000939,1112.84,2018-05-11,Paid
PAY0000811,POL0000303,2667.03,2019-09-17,Paid
PAY0000812,POL0000370,694.78,2024-05-05,Paid
PAY0000813,POL0000851,4173.1,2019-01-13,Paid
PAY0000814,POL0002323,3943.8,2018-09-09,Paid
PAY0000815,POL0002118,2055.14,2021-07-06,Paid
PAY0000816,POL0000047,4570.85,2023-10-12,Paid
PAY0000817,POL0002165,1091.36,2022-12-16,Paid
PAY0000818,POL0002565,4106.9,2018-10-20,Paid
PAY0000819,POL0000832,2820.11,2021-06-22,Paid
PAY0000820,POL0002667,1781.98,2019-11-13,Paid
PAY0000821,POL0000756,604.93,2019-01-25,Paid
PAY0000822,POL0001453,1022.29,2023-12-25,Paid
PAY0000823,POL0002084,4341.74,2020-07-14,Pending
PAY0000824,POL0000905,3113.05,2019-07-18,Paid
PAY0000825,POL0002455,1338.06,2020-11-30,Paid
PAY0000826,POL0001709,2580.09,2022-01-28,Paid
PAY0000827,POL0002460,717.62,2018-03-31,Paid
PAY0000828,POL0002536,674.44,2020-04-10,Paid
PAY0000829,POL0000779,4557.27,2018-03-05,Failed
PAY0000830,POL0001791,2397.71,2020-12-05,Paid
PAY0000831,POL0001939,1935.52,2024-09-23,Paid
PAY0000832,POL0000832,4755.54,2020-01-31,Paid
PAY0000833,POL0001097,2115.2,2021-11-15,Paid
PAY0000834,POL0001602,1813.96,2023-12-31,Paid
PAY0000835,POL0000644,1510.33,2020-09-06,Paid
PAY0000836,POL0000413,2912.3,2018-01-19,Paid
PAY0000837,POL0002172,2880.37,2019-10-03,Paid
PAY0000838,POL0001006,277.73,2021-10-09,Pending
PAY0000839,POL0002701,3339.5,2023-02-14,Paid
PAY0000840,POL0000232,3983.87,2018-10-12,Paid
PAY0000841,POL0002481,3156.63,2019-05-25,Paid
PAY0000842,POL0000491,4375.46,2021-04-18,Paid
PAY0000843,POL0001711,1526.8,2019-06-11,Paid
PAY0000844,POL0002134,1121.5,2018-01-09,Paid
PAY0000845,POL0001691,3546.93,2020-08-20,Paid
PAY0000846,POL0001224,1105.08,2020-11-23,Paid
PAY0000847,POL0000875,637.3,2022-07-03,Paid
PAY0000848,POL0002204,663.75,2022-03-13,Failed
PAY0000849,POL0002805,3888.29,2020-11-03,Paid
PAY0000850,POL0000898,337.94,2018-01-04,Paid
PAY0000851,POL0002580,1589.39,2021-09-28,Paid
PAY0000852,POL0001870,820.09,2020-01-25,Paid
PAY0000853,POL0000152,3823.57,2018-04-13,Paid
PAY0000854,POL0001352,2616.77,2023-03-13,Paid
PAY0000855,POL0000172,1186.36,2019-06-23,Paid
PAY0000856,POL0001429,3801.97,2020-07-01,Paid
PAY0000857,POL0001430,3801.76,2022-10-04,Pending
PAY0000858,POL0000762,2710.51,2021-04-30,Paid
PAY0000859,POL0001722,1524.08,2019-07-06,Pending
PAY0000860,POL0001899,3014.13,2020-09-26,Paid
PAY0000861,POL0001360,4680.94,2020-08-12,Paid
PAY0000862,POL0001778,447.85,2023-12-08,Paid
PAY0000863,POL0000693,1481.36,2022-03-05,Paid
PAY0000864,POL0002243,1567.85,2021-03-04,Paid
PAY0000865,POL0001782,3232.7,2022-08-29,Paid
PAY0000866,POL0000100,3325.59,2021-11-08,Paid
PAY0000867,POL0001588,1190.31,2018-04-05,Pending
PAY0000868,POL0000909,1237.28,2018-06-24,Failed
PAY0000869,POL0001921,4655.42,2024-11-30,Paid
PAY0000870,POL0000428,3830.23,2018-09-29,Paid
PAY0000871,POL0000587,4684.49,2020-04-28,Paid
PAY0000872,POL0002968,4182.38,2018-01-30,Pending
PAY0000873,POL0000256,2130.17,2020-08-21,Paid
PAY0000874,POL0001474,785.16,2022-01-28,Paid
PAY0000875,POL0000721,3221.84,2020-06-04,Paid
PAY0000876,POL0002001,1889.56,2024-04-10,Paid
PAY0000877,POL0002452,2241.98,2022-02-04,Paid
PAY0000878,POL0001679,2244.22,2021-06-19,Paid
PAY0000879,POL0002628,4695.29,2020-03-16,Failed
PAY0000880,POL0000407,530.54,2019-07-30,Pending
PAY0000881,POL0001409,1126.9,2021-01-11,Pending
PAY0000882,POL0001962,3118.13,2019-02-28,Paid
PAY0000883,POL0002290,4442.04,2020-08-30,Failed
PAY0000884,POL0002095,4606.12,2022-04-22,Paid
PAY0000885,POL0000115,2881.73,2023-09-03,Paid
PAY0000886,POL0001017,365.89,2020-12-20,Pending
PAY0000887,POL0001732,1941.83,2023-09-28,Paid
PAY0000888,POL0000806,4610.4,2023-08-06,Paid
PAY0000889,POL0002178,2599.73,2019-11-26,Paid
PAY0000890,POL0001581,3687.74,2022-08-12,Pending
PAY0000891,POL0000994,1492.13,2020-01-12,Failed
PAY0000892,POL0001997,320.03,2024-04-02,Paid
PAY0000893,POL0000495,2976.13,2019-10-29,Failed
PAY0000894,POL0001853,4207.91,2019-06-12,Pending
PAY0000895,POL0000082,4953.29,2021-05-28,Paid
PAY0000896,POL0002717,4263.81,2022-05-05,Paid
PAY0000897,POL0001206,2859.17,2024-05-24,Paid
PAY0000898,POL0001456,3121.89,2022-07-21,Paid
PAY0000899,POL0001198,4155.99,2020-12-02,Paid
PAY0000900,POL0002857,295.09,2022-10-26,Paid
PAY0000901,POL0002022,4767.89,2022-01-04,Paid
PAY0000902,POL0002493,2749.86,2024-09-24,Failed
PAY0000903,POL0002917,4769.85,2021-02-05,Pending
PAY0000904,POL0001312,3869.69,2020-01-21,Paid
PAY0000905,POL0000561,931.12,2018-05-29,Paid
PAY0000906,POL0001286,993.25,2020-02-27,Failed
PAY0000907,POL0001780,1897.5,2018-03-27,Paid
PAY0000908,POL0002105,1467.14,2022-05-10,Paid
PAY0000909,POL0002054,2308.63,2018-10-11,Paid
PAY0000910,POL0001599,3098.74,2018-09-29,Paid
PAY0000911,POL0000945,2295.58,2022-11-24,Paid
PAY0000912,POL0000579,470.82,2024-10-20,Failed
PAY0000913,POL0000915,4883.03,2019-07-01,Paid
PAY0000914,POL0001719,2240.59,2019-04-15,Paid
PAY0000915,POL0000162,4285.16,2022-08-12,Paid
PAY0000916,POL0001641,554.98,2020-06-03,Paid
PAY0000917,POL0000775,4088.31,2022-12-04,Paid
PAY0000918,POL0000057,1032.34,2023-01-14,Paid
PAY0000919,POL0002576,3461.14,2023-08-24,Paid
PAY0000920,POL0001190,3376.67,2024-08-28,Paid
PAY0000921,POL0000546,4567.07,2022-04-07,Pending
PAY0000922,POL0002094,1739.25,2019-09-25,Pending
PAY0000923,POL0002981,723.01,2021-12-01,Pending
PAY0000924,POL0000811,4349.92,2020-11-29,Paid
PAY0000925,POL0000047,1791.57,2021-05-04,Paid
PAY0000926,POL0001414,1316.16,2019-05-07,Pending
PAY0000927,POL0002300,2533.8,2024-04-06,Paid
PAY0000928,POL0002214,901.45,2022-04-20,Paid
PAY0000929,POL0002416,1625.42,2024-06-02,Paid
PAY0000930,POL0001403,2049.35,2023-01-18,Pending
PAY0000931,POL0001413,1530.83,2023-02-13,Pending
PAY0000932,POL0002630,2361.25,2020-01-24,Paid
PAY0000933,POL0000572,2046.32,2021-11-26,Failed
PAY0000934,POL0001741,3918.04,2019-02-22,Paid
PAY0000935,POL0000348,4608.36,2022-04-16,Paid
PAY0000936,POL0000845,684.43,2023-02-18,Paid
PAY0000937,POL0002666,4151.85,2019-12-12,Paid
PAY0000938,POL0000497,4672.5,2019-07-13,Pending
PAY0000939,POL0000696,3495.74,2021-08-29,Paid
PAY0000940,POL0001874,4982.81,2023-06-09,Paid
PAY0000941,POL0001979,1808.21,2022-12-20,Failed
PAY0000942,POL0002559,4185.49,2023-02-13,Paid
PAY0000943,POL0002500,3433.77,2022-11-20,Paid
PAY0000944,POL0000543,1752.46,2021-09-05,Paid
PAY0000945,POL0000216,3582.45,2024-10-03,Paid
PAY0000946,POL0002518,2646.18,2024-04-03,Paid
PAY0000947,POL0002901,1107.07,2024-12-31,Paid
PAY0000948,POL0002352,1034.62,2020-04-20,Paid
PAY0000949,POL0000298,3624.31,2024-01-21,Paid
PAY0000950,POL0001370,3617.27,2020-02-20,Paid
PAY0000951,POL0000286,2747.71,2019-05-19,Paid
PAY0000952,POL0000126,2606.8,2024-12-30,Paid
PAY0000953,POL0000051,1064.18,2018-01-06,Paid
PAY0000954,POL0001443,2260.57,2018-10-25,Paid
PAY0000955,POL0001726,4382.71,2023-09-27,Paid
PAY0000956,POL0000471,4302.69,2022-06-07,Paid
PAY0000957,POL0001400,3372.41,2019-06-24,Paid
PAY0000958,POL0002718,4987.31,2018-01-19,Failed
PAY0000959,POL0001504,4487.26,2023-06-28,Paid
PAY0000960,POL0001330,897.11,2019-05-04,Paid
PAY0000961,POL0000438,2115.85,2021-11-06,Paid
PAY0000962,POL0002899,833.3,2020-04-07,Paid
PAY0000963,POL0002390,2437.23,2023-10-10,Failed
PAY0000964,POL0000749,3926.64,2020-03-30,Paid
PAY0000965,POL0000524,947.79,2021-06-06,Paid
PAY0000966,POL0000655,4426.03,2022-09-29,Paid
PAY0000967,POL0000506,2931.48,2021-05-27,Paid
