customer_id,activity_score,device_usage,engagement_level
CUST0000082,0.075,Web,Low
CUST0001747,0.003,Web,Low
CUST0000356,0.036,Mixed,Medium
CUST0001865,0.831,Web,Medium
CUST0002330,0.001,Mobile,Medium
CUST0002690,0.222,Mobile,Medium
CUST0001475,0.982,Mixed,High
CUST0000045,0.746,Mobile,Medium
CUST0002364,0.219,Mixed,High
CUST0001940,0.222,Mixed,Low
CUST0001555,0.458,Mobile,Low
CUST0002771,0.076,Web,High
CUST0000105,0.653,Web,Low
CUST0002537,0.497,Web,Low
CUST0000874,0.419,Mixed,High
CUST0000248,0.49,Web,Low
CUST0002881,0.272,Mixed,Medium
CUST0000568,0.214,Mixed,Medium
CUST0001905,0.069,Mobile,Medium
CUST0002158,0.625,Mobile,High
CUST0000185,0.494,Web,Low
CUST0001027,0.711,Mobile,Medium
CUST0001837,0.894,Web,High
CUST0001352,0.993,Mixed,High
CUST0001692,0.227,Mobile,Medium
CUST0002423,0.168,Web,Low
CUST0000098,0.912,Mobile,Low
CUST0001305,0.402,Mobile,High
CUST0001916,0.803,Mixed,High
CUST0002881,0.135,Mobile,High
CUST0000747,0.295,Web,Medium
CUST0002631,0.011,Mobile,Low
CUST0000934,0.99,Mixed,Medium
CUST0000156,0.006,Mixed,Low
CUST0000337,0.172,Mixed,High
CUST0002406,0.558,Web,Low
CUST0001915,0.85,Mixed,Medium
CUST0002160,0.794,Mixed,High
CUST0002078,0.253,Web,Low
CUST0002148,0.88,Web,Medium
CUST0002450,0.07,Web,High
CUST0000386,0.332,Web,Low
CUST0000327,0.263,Web,Low
CUST0002160,0.656,Mobile,Medium
CUST0001773,0.038,Mixed,High
CUST0000059,0.854,Web,Low
CUST0002994,0.961,Mixed,High
CUST0000999,0.236,Mobile,High
CUST0000274,0.902,Mobile,Medium
CUST0001287,0.906,Web,High
CUST0002237,0.626,Mixed,High
CUST0000382,0.507,Mixed,Low
CUST0001732,0.775,Mobile,Medium
CUST0002681,0.518,Mobile,High
CUST0000709,0.744,Mobile,Medium
CUST0001207,0.093,Web,High
CUST0001254,0.285,Web,Low
CUST0002061,0.394,Mobile,Low
CUST0001125,0.205,Mixed,Medium
CUST0001476,0.23,Web,Medium
CUST0000729,0.762,Mixed,High
CUST0000479,0.174,Mobile,High
CUST0001832,0.112,Web,Low
CUST0000143,0.28,Mobile,Low
CUST0000028,0.16,Web,Low
CUST0002489,0.203,Mixed,Low
CUST0001783,0.783,Mobile,High
CUST0001227,0.441,Mixed,High
CUST0000221,0.434,Mixed,High
CUST0000123,0.525,Mixed,Low
CUST0001157,0.089,Web,High
CUST0002878,0.987,Mixed,Medium
CUST0002283,0.847,Mixed,Low
CUST0002218,0.293,Web,High
CUST0001858,0.057,Mobile,High
CUST0001622,0.617,Mixed,Low
CUST0001960,0.592,Web,High
CUST0000923,0.31,Mobile,Medium
CUST0000917,0.341,Web,Medium
CUST0002681,0.526,Web,Low
CUST0001300,0.879,Web,High
CUST0001824,0.109,Mobile,Medium
CUST0001718,0.51,Mobile,High
CUST0002038,0.437,Mixed,Medium
CUST0001978,0.466,Mixed,Medium
CUST0000112,0.91,Mixed,Medium
CUST0000878,0.544,Mixed,Low
CUST0001603,0.695,Mixed,High
CUST0001019,0.913,Mobile,Low
CUST0001224,0.302,Web,Medium
CUST0002756,0.359,Mixed,Low
CUST0002170,0.227,Web,Low
CUST0001688,0.652,Web,High
CUST0000290,0.254,Mixed,Low
CUST0002761,0.235,Web,High
CUST0000871,0.987,Web,Medium
CUST0000628,0.697,Web,Low
CUST0002417,0.814,Web,Medium
CUST0001548,0.969,Web,Medium
CUST0002552,0.971,Web,Low
CUST0002106,0.333,Web,Medium
CUST0002045,0.519,Web,Low
CUST0000443,0.923,Web,High
CUST0002628,0.026,Web,Medium
CUST0002833,0.916,Mobile,High
CUST0002783,0.858,Mobile,Medium
CUST0002462,0.468,Mobile,High
CUST0002805,0.517,Web,Medium
CUST0002495,0.048,Mixed,High
CUST0000446,0.556,Mixed,Medium
CUST0000405,0.123,Mobile,Low
CUST0002723,0.264,Web,Medium
CUST0000977,0.804,Mixed,Medium
CUST0002649,0.505,Mixed,Low
CUST0001206,0.752,Web,High
CUST0002200,0.932,Web,High
CUST0000341,0.171,Mobile,Medium
CUST0000588,0.26,Web,Medium
CUST0000526,0.587,Mobile,Low
CUST0001390,0.95,Web,Low
CUST0002140,0.779,Web,Low
CUST0002148,0.639,Mixed,High
CUST0001082,0.679,Web,Low
CUST0001704,0.433,Mobile,Medium
CUST0001470,0.404,Web,Low
CUST0001533,0.987,Mobile,Low
CUST0002748,0.856,Mixed,Medium
CUST0000861,0.761,Mixed,High
CUST0000821,0.72,Mobile,High
CUST0000771,0.567,Mobile,Low
CUST0000074,0.329,Mixed,Low
CUST0002400,0.433,Web,Medium
CUST0002117,0.059,Web,High
CUST0002697,0.089,Web,Low
CUST0000419,0.384,Web,Low
CUST0002373,0.116,Web,Low
CUST0001485,0.398,Mobile,Medium
CUST0002782,0.213,Mobile,Low
CUST0001905,0.35,Web,Medium
CUST0000917,0.379,Mixed,High
CUST0001284,0.794,Mixed,Medium
CUST0002193,0.686,Web,High
CUST0000993,0.815,Web,Medium
CUST0001527,0.365,Mobile,Low
CUST0001695,0.826,Mixed,Low
CUST0001542,0.95,Web,High
CUST0001761,0.277,Mobile,Low
CUST0000116,0.719,Mobile,Low
CUST0002599,0.058,Web,Low
CUST0002678,0.521,Web,High
CUST0000042,0.156,Mobile,Medium
CUST0000818,0.833,Mobile,Medium
CUST0000539,0.414,Mobile,High
CUST0001241,0.604,Web,High
CUST0002131,0.582,Mobile,Low
CUST0000270,0.104,Mobile,Medium
CUST0000108,0.1,Mixed,High
CUST0001039,0.572,Web,Medium
CUST0000947,0.315,Mobile,High
CUST0002710,0.111,Web,High
CUST0002750,0.31,Mixed,Low
CUST0000946,0.191,Mobile,Medium
CUST0002729,0.04,Web,Medium
CUST0000800,0.38,Mixed,High
CUST0002209,0.681,Web,High
CUST0001473,0.113,Mixed,High
CUST0001833,0.585,Web,High
CUST0000083,0.152,Mobile,Low
CUST0002163,0.068,Web,Low
CUST0000059,0.092,Mixed,High
CUST0002147,0.21,Mobile,Low
CUST0002490,0.466,Mixed,Medium
CUST0002563,0.444,Web,Medium
CUST0002423,0.476,Web,High
CUST0002114,0.376,Mobile,Low
CUST0001015,0.88,Web,Low
CUST0000804,0.885,Mixed,High
CUST0000907,0.658,Mobile,Low
CUST0002295,0.324,Mixed,Medium
CUST0000762,0.185,Mobile,Medium
CUST0000317,0.698,Mobile,Medium
CUST0002238,0.997,Mobile,Medium
CUST0000007,0.819,Web,High
CUST0002374,0.328,Web,Low
CUST0000089,0.192,Mobile,Low
CUST0000720,0.818,Mobile,Medium
CUST0000891,0.402,Web,Low
CUST0000830,0.585,Web,Medium
CUST0002327,0.043,Mixed,High
CUST0002869,0.806,Mixed,High
CUST0001931,0.202,Mobile,High
CUST0000072,0.764,Mobile,Medium
CUST0000882,0.66,Mixed,Medium
CUST0000217,0.412,Mobile,High
CUST0001933,0.534,Mixed,Low
CUST0002019,0.538,Mixed,Low
CUST0000110,0.225,Mixed,Low
CUST0000829,0.129,Web,Medium
CUST0001191,0.81,Mobile,Medium
CUST0002546,0.69,Mixed,Medium
CUST0000580,0.621,Web,Low
CUST0000749,0.278,Web,High
CUST0002475,0.402,Mobile,Low
CUST0002432,0.147,Mixed,High
CUST0001808,0.754,Mobile,High
CUST0001913,0.015,Mixed,Medium
CUST0000267,0.003,Mixed,Low
CUST0000600,0.521,Web,High
CUST0001087,0.344,Mixed,Medium
CUST0001992,0.144,Web,Medium
CUST0000375,0.723,Mixed,Low
CUST0000478,0.932,Mobile,Medium
CUST0002335,0.281,Mixed,Low
CUST0002502,0.603,Web,Medium
CUST0002328,0.745,Web,Low
CUST0002982,0.616,Web,Medium
CUST0001710,0.383,Web,High
CUST0001493,0.556,Web,Low
CUST0002182,0.725,Web,High
CUST0002976,0.943,Mobile,Low
CUST0000850,0.772,Mixed,Low
CUST0000879,0.315,Mobile,Low
CUST0000864,0.672,Mobile,Medium
CUST0002700,0.916,Mobile,High
CUST0002082,0.519,Mixed,Medium
CUST0000066,0.096,Mobile,Low
CUST0002220,0.641,Web,High
CUST0001878,0.605,Mixed,High
CUST0000533,0.134,Mobile,Low
CUST0002758,0.24,Mobile,Medium
CUST0001030,0.672,Mixed,High
CUST0001804,0.974,Mixed,High
CUST0001668,0.174,Web,High
CUST0002567,0.614,Web,Medium
CUST0002636,0.474,Mixed,High
CUST0000734,0.34,Web,Low
CUST0000841,0.914,Web,Medium
CUST0001543,0.937,Mobile,Low
CUST0000240,0.163,Web,High
CUST0001071,0.706,Mobile,Low
CUST0000790,0.774,Web,Low
CUST0000155,0.923,Mobile,Medium
CUST0002300,0.073,Web,Medium
CUST0001763,0.932,Web,Medium
CUST0001574,0.246,Web,High
CUST0000270,0.858,Mobile,Medium
CUST0001704,0.828,Mixed,Medium
CUST0002404,0.794,Web,Low
CUST0001741,0.294,Web,Low
CUST0000613,0.76,Mixed,Low
CUST0001140,0.262,Mobile,Medium
CUST0000050,0.31,Web,Medium
CUST0000459,0.817,Mobile,High
CUST0002080,0.584,Web,Low
CUST0001861,0.301,Mobile,High
CUST0000992,0.7,Mobile,Medium
CUST0001111,0.858,Mixed,High
CUST0002309,0.558,Mobile,Medium
CUST0002682,0.219,Web,Medium
CUST0000808,0.58,Mixed,High
CUST0001702,0.586,Mixed,Low
CUST0002523,0.631,Mobile,High
CUST0000766,0.781,Mobile,Low
CUST0001214,0.981,Web,Low
CUST0001282,0.11,Mixed,Medium
CUST0000808,0.192,Mixed,High
CUST0000505,0.815,Mixed,Low
CUST0002552,0.529,Mobile,Medium
CUST0000583,0.746,Web,Low
CUST0001256,0.416,Web,Low
CUST0000434,0.839,Mixed,Low
CUST0000406,0.421,Mobile,Medium
CUST0000903,0.947,Web,Low
CUST0001917,0.391,Web,Medium
CUST0002543,0.281,Mobile,Medium
CUST0000365,0.102,Web,Low
CUST0001048,0.849,Mixed,Low
CUST0002212,0.949,Mobile,Medium
CUST0002869,0.894,Mixed,Low
CUST0002258,0.76,Mixed,High
CUST0002667,0.432,Mobile,Low
CUST0000922,0.308,Web,Low
CUST0002279,0.285,Mixed,High
CUST0002360,0.76,Web,Medium
CUST0001878,0.345,Web,Medium
CUST0002649,0.785,Web,Medium
CUST0002603,0.982,Web,Medium
CUST0002857,0.189,Web,High
CUST0002521,0.114,Mobile,Medium
CUST0001799,0.119,Web,High
CUST0001832,0.059,Web,High
CUST0001784,0.691,Mixed,Low
CUST0001900,0.593,Mobile,Medium
CUST0002968,0.564,Web,Medium
CUST0001174,0.582,Web,Low
CUST0000302,0.07,Mixed,Low
CUST0000023,0.291,Mobile,Medium
CUST0001024,0.266,Mobile,High
CUST0001671,0.479,Mixed,Medium
CUST0002978,0.879,Mobile,Low
CUST0000395,0.972,Mobile,Medium
CUST0002987,0.612,Web,Medium
CUST0001352,0.247,Mixed,Medium
CUST0001382,0.381,Mixed,High
CUST0001419,0.325,Mobile,High
CUST0000811,0.204,Web,Low
CUST0000031,0.979,Mobile,High
CUST0000741,0.132,Web,High
CUST0001280,0.566,Mobile,Low
CUST0001946,0.799,Mobile,High
CUST0002506,0.94,Mixed,Low
CUST0001351,0.201,Mobile,Low
CUST0001508,0.192,Mobile,High
CUST0002234,0.497,Mixed,Medium
CUST0002324,0.384,Web,High
CUST0001871,0.249,Mobile,Medium
CUST0002640,0.094,Mobile,High
CUST0001891,0.365,Mixed,High
CUST0001214,0.282,Web,High
CUST0002493,0.172,Mobile,Medium
CUST0002005,0.368,Mobile,Medium
CUST0001846,0.082,Mixed,Low
CUST0002851,0.917,Web,Medium
CUST0001640,0.599,Mobile,Medium
CUST0001392,0.479,Mixed,Medium
CUST0002173,0.13,Mixed,High
CUST0000009,0.777,Mixed,Medium
CUST0000094,0.075,Web,High
CUST0000022,0.985,Mixed,High
CUST0002412,0.843,Mobile,High
CUST0000346,0.471,Mobile,High
CUST0001951,0.672,Web,Medium
CUST0002597,0.089,Mobile,High
CUST0002303,0.489,Web,Medium
CUST0002795,0.82,Mobile,Low
CUST0001456,0.078,Mixed,Low
CUST0000130,0.217,Mobile,High
CUST0000741,0.777,Mixed,Low
CUST0002664,0.458,Web,Low
CUST0001680,0.665,Mixed,Low
CUST0002354,0.818,Mixed,High
CUST0000381,0.145,Mobile,Low
CUST0001404,0.469,Web,High
CUST0001635,0.563,Mobile,Medium
CUST0000518,0.615,Web,Low
CUST0002710,0.848,Mixed,High
CUST0000907,0.476,Web,Medium
CUST0002530,0.317,Web,Low
CUST0002682,0.802,Web,Low
CUST0000077,0.897,Mobile,High
CUST0002733,0.359,Mixed,Low
CUST0002258,0.726,Mixed,Low
CUST0002360,0.212,Mobile,High
CUST0001708,0.09,Web,Medium
CUST0001886,0.377,Mixed,Medium
CUST0002153,0.407,Mixed,Low
CUST0001665,0.114,Mixed,High
CUST0000229,0.102,Web,Medium
CUST0000516,0.706,Mobile,Medium
CUST0000334,0.719,Mobile,Medium
CUST0001739,0.072,Mixed,Medium
CUST0002135,0.507,Web,High
CUST0000494,0.56,Mixed,Medium
CUST0001484,0.499,Mobile,Medium
CUST0002362,0.979,Web,Medium
CUST0002159,0.458,Mobile,Low
CUST0001578,0.545,Mixed,Medium
CUST0002244,0.31,Mobile,Low
CUST0001473,0.252,Web,Medium
CUST0002803,0.819,Web,High
CUST0000552,0.928,Web,High
CUST0000254,0.322,Mobile,High
CUST0000074,0.848,Web,Low
CUST0000903,0.422,Mobile,Low
CUST0001666,0.525,Web,Medium
CUST0000727,0.178,Mobile,High
CUST0001314,0.584,Mobile,Medium
CUST0002680,0.953,Mobile,Medium
CUST0000780,0.051,Web,High
CUST0001267,0.261,Mobile,Medium
CUST0001848,0.694,Web,Low
CUST0001868,0.269,Mixed,Low
CUST0001261,0.368,Web,High
CUST0001706,0.29,Mixed,High
CUST0002187,0.967,Web,High
CUST0001182,0.487,Mixed,High
CUST0002954,0.134,Mobile,Medium
CUST0001623,0.122,Mixed,Medium
CUST0000530,0.31,Mixed,High
CUST0001545,0.401,Mobile,High
CUST0000626,0.289,Mixed,Medium
CUST0002182,0.551,Web,Medium
CUST0001868,0.872,Web,Low
CUST0002513,0.788,Mixed,Medium
CUST0001801,0.579,Mixed,High
CUST0002821,0.724,Web,High
CUST0000604,0.662,Web,Low
CUST0000350,0.066,Mixed,Low
CUST0002878,0.635,Mobile,Low
CUST0000559,0.872,Mobile,Medium
CUST0000295,0.83,Web,Medium
CUST0001152,0.47,Mobile,High
CUST0000827,0.326,Mixed,High
CUST0001732,0.378,Web,Low
CUST0001516,0.566,Mobile,Low
CUST0000696,0.41,Mobile,Medium
CUST0001270,0.348,Mobile,High
CUST0001422,0.119,Web,High
CUST0001872,0.106,Mixed,Low
CUST0001125,0.029,Mixed,Medium
CUST0001696,0.994,Web,High
CUST0000159,0.363,Mobile,High
CUST0001221,0.073,Mixed,Medium
CUST0002705,0.568,Mobile,Low
CUST0002667,0.675,Mixed,Low
CUST0002264,0.681,Mixed,Medium
CUST0000887,0.969,Mixed,Medium
CUST0000843,0.213,Mobile,Medium
CUST0002651,0.895,Mobile,High
CUST0001289,0.906,Mobile,Medium
CUST0000408,0.458,Mobile,Low
CUST0001812,0.953,Mobile,High
CUST0000013,0.202,Web,Medium
CUST0000823,0.34,Mixed,Medium
CUST0000604,0.759,Mixed,Medium
CUST0001519,0.945,Web,Low
CUST0001759,0.078,Mixed,Low
CUST0001632,0.673,Web,Low
CUST0000357,0.943,Web,High
CUST0000303,0.103,Web,Low
CUST0002300,0.183,Mixed,Medium
CUST0000583,0.677,Web,Low
CUST0002883,0.632,Mixed,High
CUST0002856,0.298,Mobile,Low
CUST0002142,0.937,Mobile,High
CUST0000031,0.387,Web,Medium
CUST0000301,0.341,Web,High
CUST0000310,0.841,Mobile,Low
CUST0000329,0.562,Mobile,Medium
CUST0001122,0.442,Mobile,Low
CUST0000411,0.545,Web,Low
CUST0000052,0.717,Mobile,Medium
CUST0002615,0.083,Web,Medium
CUST0001051,0.334,Web,Low
CUST0002913,0.861,Web,Medium
CUST0002164,0.733,Mixed,Low
CUST0001389,0.074,Web,High
CUST0000685,0.46,Mobile,High
CUST0002475,0.308,Mobile,Low
CUST0000554,0.793,Web,High
CUST0002822,0.144,Mixed,Low
CUST0002352,0.145,Mixed,Medium
CUST0000342,0.742,Web,High
CUST0001524,0.987,Mixed,Medium
CUST0002741,0.39,Web,Low
CUST0001997,0.863,Mobile,Low
CUST0001307,0.398,Mixed,High
CUST0000296,0.657,Web,Medium
CUST0000094,0.487,Mixed,Low
CUST0001187,0.743,Mixed,Low
CUST0002678,0.057,Mixed,Medium
CUST0001409,0.55,Mobile,Medium
CUST0002203,0.998,Mobile,Low
CUST0000278,0.752,Mixed,Medium
CUST0002553,0.23,Mobile,High
CUST0002671,0.306,Mobile,Medium
CUST0002027,0.689,Mixed,High
CUST0001816,0.149,Mixed,Medium
CUST0000151,0.007,Mixed,Low
CUST0002229,0.773,Web,Low
CUST0001865,0.599,Mobile,Medium
CUST0001947,0.673,Web,Medium
CUST0001432,0.022,Web,Low
CUST0002256,0.379,Web,Medium
CUST0002176,0.532,Mobile,Low
CUST0000023,0.698,Mixed,Low
CUST0002536,0.845,Mobile,Low
CUST0000312,0.287,Mixed,High
CUST0002710,0.907,Web,High
CUST0000605,0.672,Web,High
CUST0002452,0.399,Web,Low
CUST0002822,0.662,Web,Low
CUST0001567,0.661,Web,Medium
CUST0001641,0.214,Mixed,High
CUST0002505,0.006,Web,Low
CUST0000958,0.123,Web,Medium
CUST0000345,0.955,Mixed,Medium
CUST0002688,0.858,Mobile,High
CUST0001912,0.172,Web,High
CUST0000042,0.659,Mixed,High
CUST0000614,0.916,Web,Low
CUST0002273,0.916,Mixed,Low
CUST0001549,0.564,Mobile,High
CUST0002661,0.723,Web,Medium
CUST0000923,0.394,Web,Low
CUST0000851,0.072,Mobile,Low
CUST0000592,0.529,Mobile,High
CUST0002095,0.318,Mobile,Low
CUST0001870,0.407,Mixed,High
CUST0002820,0.174,Web,Low
CUST0001639,0.735,Mixed,Medium
CUST0002454,0.948,Mobile,Low
CUST0001903,0.701,Web,High
CUST0001153,0.492,Mobile,Medium
CUST0001203,0.419,Mobile,Medium
CUST0002517,0.551,Mixed,High
CUST0000114,0.651,Mixed,Medium
CUST0000575,0.127,Web,Low
CUST0001627,0.791,Mixed,Medium
CUST0001186,0.005,Web,Medium
CUST0002077,0.845,Mobile,Medium
CUST0000711,0.502,Web,Low
CUST0002017,0.435,Mobile,Medium
CUST0000825,0.121,Mixed,Low
CUST0000460,0.584,Mobile,Medium
CUST0002337,0.089,Mixed,High
CUST0002414,0.866,Web,Low
CUST0001496,0.302,Web,Low
CUST0002753,0.173,Web,Low
CUST0000119,0.251,Mobile,Medium
CUST0002513,0.533,Mixed,Low
CUST0000104,0.56,Web,High
CUST0000050,0.338,Mobile,High
CUST0001721,0.788,Mobile,Medium
CUST0000854,0.378,Mobile,Low
CUST0002865,0.438,Web,Medium
CUST0000475,0.13,Mobile,High
CUST0000719,0.136,Mixed,Medium
CUST0000855,0.101,Mixed,High
CUST0001755,0.147,Web,High
CUST0000113,0.9,Mobile,Medium
CUST0000754,0.685,Web,High
CUST0002280,0.672,Mobile,High
CUST0002185,0.146,Web,High
CUST0002671,0.519,Web,Low
CUST0000877,0.489,Mixed,High
CUST0000925,0.288,Mobile,Medium
CUST0001189,0.27,Mixed,Low
CUST0002167,0.762,Mixed,Low
CUST0001537,0.298,Mobile,Medium
CUST0002380,0.592,Web,High
CUST0001601,0.919,Mobile,Medium
CUST0002715,0.514,Mobile,Medium
CUST0002225,0.604,Mixed,High
CUST0002594,0.875,Mixed,High
CUST0001127,0.721,Mobile,Low
CUST0001911,0.013,Mobile,Low
CUST0000483,0.145,Web,High
CUST0001074,0.269,Mixed,High
CUST0002734,0.43,Mixed,Medium
CUST0000266,0.276,Mixed,High
CUST0001752,0.461,Mobile,High
CUST0000263,0.784,Mobile,High
CUST0000398,0.973,Web,High
CUST0002795,0.629,Mixed,High
CUST0002447,0.87,Mixed,Medium
CUST0000695,0.344,Web,High
CUST0000364,0.137,Web,Medium
CUST0002235,0.833,Web,Medium
CUST0001893,0.772,Mixed,Low
CUST0000329,0.236,Mixed,Medium
CUST0001831,0.539,Mixed,Low
CUST0002479,0.994,Mixed,High
CUST0000545,0.972,Web,Low
CUST0000736,0.452,Web,High
CUST0002581,0.284,Web,High
CUST0002629,0.294,Mixed,Low
CUST0000939,0.878,Web,Medium
CUST0002315,0.669,Mixed,High
CUST0002525,0.599,Web,Low
CUST0001212,0.268,Web,Medium
CUST0002734,0.406,Mobile,Medium
CUST0001406,0.558,Mixed,High
CUST0002504,0.521,Mixed,Medium
CUST0000731,0.053,Mobile,Medium
CUST0001518,0.487,Mobile,High
CUST0001833,0.611,Mixed,Medium
CUST0002411,0.788,Mobile,Low
CUST0001588,0.129,Mixed,Medium
CUST0000304,0.825,Mobile,Low
CUST0002695,0.093,Mixed,Medium
CUST0002147,0.499,Mobile,High
CUST0000556,0.085,Mixed,Medium
CUST0002182,0.817,Web,Low
CUST0002195,0.464,Mobile,Medium
CUST0002276,0.621,Web,High
CUST0001898,0.499,Mobile,Medium
CUST0002448,0.461,Mobile,Medium
CUST0001419,0.183,Mixed,Low
CUST0002916,0.943,Mixed,Medium
CUST0000604,0.729,Mixed,Low
CUST0001005,0.567,Mixed,High
CUST0000892,0.206,Mobile,Medium
CUST0000419,0.4,Mixed,High
CUST0001699,0.342,Mobile,High
CUST0000507,0.756,Mixed,Low
CUST0002705,0.193,Mobile,Medium
CUST0002215,0.667,Web,Low
CUST0001515,0.903,Mixed,Low
CUST0002180,0.838,Mixed,Low
CUST0001200,0.339,Mixed,Medium
CUST0001584,0.152,Mixed,Low
CUST0000338,0.363,Mixed,High
CUST0002924,0.394,Web,Medium
CUST0000062,0.537,Mobile,High
CUST0000023,0.045,Mobile,Low
CUST0001212,0.511,Mixed,Low
CUST0000298,0.605,Web,High
CUST0001764,0.942,Mixed,High
CUST0001190,0.725,Mixed,Low
CUST0002899,0.028,Mixed,Medium
CUST0000058,0.175,Mixed,Medium
CUST0000447,0.475,Mobile,Low
CUST0002491,0.976,Mixed,Low
CUST0001535,0.601,Mixed,High
CUST0001586,0.844,Mixed,High
CUST0002946,0.104,Mixed,Low
CUST0000755,0.437,Web,Low
CUST0002385,0.022,Web,Low
CUST0000269,0.248,Mobile,High
CUST0002104,0.811,Web,Low
CUST0000220,0.622,Web,Low
CUST0002136,0.282,Web,High
CUST0002530,0.842,Mobile,High
CUST0002033,0.735,Web,Medium
CUST0001061,0.502,Mobile,High
CUST0002702,0.044,Mobile,Medium
CUST0002246,0.906,Web,Medium
CUST0002985,0.669,Mixed,Low
CUST0002900,0.813,Mixed,Low
CUST0002455,0.936,Mixed,High
CUST0001708,0.138,Web,Low
CUST0000416,0.753,Mixed,High
CUST0001750,0.155,Web,Low
CUST0000743,0.516,Web,Medium
CUST0001138,0.727,Web,Medium
CUST0002431,0.52,Mobile,Low
CUST0000084,0.473,Web,High
CUST0000491,0.283,Mobile,Medium
CUST0002862,0.768,Mobile,Low
CUST0002048,0.089,Web,High
CUST0002599,0.232,Mobile,Low
CUST0002298,0.045,Mobile,High
CUST0000619,0.177,Web,High
CUST0001442,0.408,Web,Medium
CUST0001487,0.03,Mixed,Low
CUST0000597,0.227,Mobile,Medium
CUST0001146,0.041,Web,Medium
CUST0002413,0.876,Web,Medium
CUST0001190,0.89,Web,High
CUST0000925,0.699,Web,Medium
CUST0001730,0.595,Web,Medium
CUST0000916,0.796,Mobile,Low
CUST0001593,0.281,Mobile,Medium
CUST0001260,0.742,Web,Low
CUST0000883,0.33,Mixed,Medium
CUST0000845,0.443,Mixed,High
CUST0001239,0.98,Mobile,High
CUST0002107,0.846,Web,Low
CUST0002800,0.419,Mobile,Low
CUST0001419,0.905,Web,Medium
CUST0002391,0.097,Web,High
CUST0002596,0.903,Mixed,High
CUST0000284,0.889,Web,Low
CUST0000081,0.647,Web,Medium
CUST0002632,0.325,Web,High
CUST0002561,0.822,Web,Low
CUST0001373,0.272,Mobile,Medium
CUST0000436,0.142,Web,Low
CUST0000771,0.551,Mixed,Medium
CUST0001293,0.129,Mobile,High
CUST0001889,0.357,Mixed,Low
CUST0002327,0.58,Web,High
CUST0000727,0.208,Mixed,Low
CUST0001690,0.414,Mobile,Low
CUST0001928,0.308,Mixed,High
CUST0002641,0.154,Web,Low
CUST0002941,0.634,Web,Medium
CUST0000471,0.6,Mixed,Medium
CUST0000439,0.559,Web,Medium
CUST0001564,0.931,Mobile,Low
CUST0002018,0.927,Mobile,Low
CUST0001771,0.572,Mobile,Low
CUST0002940,0.739,Mixed,High
CUST0001299,0.805,Mixed,Low
CUST0002189,0.11,Mobile,Low
CUST0002727,0.845,Mixed,High
CUST0002822,0.005,Mobile,Low
CUST0002317,0.002,Web,High
CUST0002100,0.31,Mixed,High
CUST0002553,0.793,Mobile,High
CUST0000247,0.921,Mobile,High
CUST0002903,0.399,Mobile,High
CUST0002084,0.631,Mixed,Medium
CUST0000107,0.473,Web,Medium
CUST0000961,0.28,Mixed,Low
CUST0002035,0.868,Mobile,Low
CUST0000092,0.587,Mixed,Low
CUST0001207,0.689,Web,Low
CUST0000206,0.617,Web,Low
CUST0002928,0.084,Mixed,High
CUST0002759,0.83,Web,Medium
CUST0002089,0.038,Mixed,Medium
CUST0001451,0.691,Mixed,Medium
CUST0000703,0.141,Web,High
CUST0002569,0.547,Mobile,Medium
CUST0002790,0.127,Mixed,High
CUST0000660,0.969,Mobile,Medium
CUST0000614,0.432,Web,High
CUST0001771,0.793,Mobile,Low
CUST0002028,0.797,Mixed,Low
CUST0002334,0.121,Web,High
CUST0001408,0.566,Mixed,High
CUST0000584,0.999,Web,High
CUST0002304,0.382,Mixed,Medium
CUST0000094,0.096,Mobile,Low
CUST0000670,0.764,Mixed,Medium
CUST0001485,0.594,Mobile,Low
CUST0000031,0.714,Mixed,Medium
CUST0000608,0.532,Mixed,Medium
CUST0001316,0.269,Mixed,High
CUST0002729,0.468,Mixed,Low
CUST0000573,0.586,Mixed,Medium
CUST0000925,0.238,Web,High
CUST0002032,0.854,Mobile,High
CUST0001954,0.411,Mobile,High
CUST0002010,0.715,Web,High
CUST0002821,0.944,Mixed,Medium
CUST0002708,0.416,Mobile,Medium
CUST0001259,0.461,Web,Low
CUST0000285,0.184,Web,Medium
CUST0000515,0.376,Web,High
CUST0000340,0.529,Mobile,Low
CUST0000537,0.23,Web,Low
CUST0000233,0.026,Web,Medium
CUST0000325,0.258,Mobile,Low
CUST0001079,0.683,Web,Medium
CUST0001464,0.858,Mobile,High
CUST0002973,0.131,Mixed,High
CUST0001266,0.672,Mobile,Medium
CUST0000637,0.34,Mobile,High
CUST0002025,0.301,Mixed,Medium
CUST0001321,0.433,Web,Medium
CUST0000130,0.871,Web,High
CUST0001542,0.581,Web,High
CUST0000228,0.641,Mobile,Low
CUST0000187,0.114,Mixed,High
CUST0001217,0.121,Mixed,High
CUST0001389,0.502,Web,Medium
CUST0002620,0.718,Web,Medium
CUST0001582,0.196,Web,High
CUST0000275,0.548,Mixed,Low
CUST0001281,0.916,Web,Medium
CUST0000735,0.513,Mixed,Medium
CUST0000018,0.481,Mobile,High
CUST0001927,0.585,Web,High
CUST0000416,0.692,Mobile,High
CUST0002275,0.302,Mixed,High
CUST0001248,0.335,Mobile,High
CUST0002363,0.157,Mobile,Low
CUST0002113,0.949,Web,Medium
CUST0000993,0.048,Web,Low
CUST0000780,0.461,Mixed,Low
CUST0002221,0.684,Mixed,High
