claim_id,policy_id,claim_amount,claim_date,claim_type,fraud_flag,settlement_amount
CLM0000736,POL0001670,29837.65,2023-05-14,Theft,0,77598.88
CLM0000737,POL0001873,65424.72,2020-09-26,Accident,0,51348.98
CLM0000738,POL0000774,4724.32,2023-12-07,Accident,0,48367.35
CLM0000739,POL0001366,29926.16,2019-12-24,Accident,0,32671.11
CLM0000740,POL0000924,23797.55,2022-03-07,Fire,0,15981.29
CLM0000741,POL0000074,28049.61,2022-12-22,Natural Disaster,0,30123.8
CLM0000742,POL0000809,19476.42,2019-03-18,Fire,0,41751.75
CLM0000743,POL0002879,61982.64,2019-02-11,Medical,0,3078.0
CLM0000744,POL0001046,66435.95,2020-05-03,Medical,0,38221.66
CLM0000745,POL0002268,15272.32,2018-09-06,Theft,0,69013.3
CLM0000746,POL0002127,74244.03,2020-01-09,Medical,1,78136.96
CLM0000747,POL0000235,25379.52,2023-08-10,Accident,0,68487.23
CLM0000748,POL0002205,28650.79,2023-10-15,Theft,0,14006.95
CLM0000749,POL0002375,82966.43,2022-05-19,Natural Disaster,0,12654.55
CLM0000750,POL0000642,90166.01,2019-09-10,Natural Disaster,0,31646.98
CLM0000751,POL0000621,82563.25,2018-07-14,Medical,0,18266.81
CLM0000752,POL0000985,15202.4,2022-01-23,Medical,0,54176.76
CLM0000753,POL0001299,99927.13,2024-09-18,Natural Disaster,0,7039.28
CLM0000754,POL0002654,67379.46,2024-02-05,Medical,0,35664.42
CLM0000755,POL0001618,51311.53,2019-06-12,Medical,0,22644.39
CLM0000756,POL0002912,95506.72,2019-05-01,Fire,0,47753.61
CLM0000757,POL0002797,81829.35,2019-08-18,Natural Disaster,0,63826.08
CLM0000758,POL0001796,69328.43,2020-08-29,Natural Disaster,0,73907.98
CLM0000759,POL0002963,83920.53,2019-10-16,Medical,0,77119.06
CLM0000760,POL0002947,38853.93,2021-06-21,Accident,0,28290.2
CLM0000761,POL0000860,68601.63,2021-04-05,Fire,0,68511.07
CLM0000762,POL0002621,19462.71,2024-03-15,Accident,0,47479.46
CLM0000763,POL0002086,98806.06,2024-07-16,Medical,0,55472.76
CLM0000764,POL0002166,59103.68,2019-10-23,Natural Disaster,1,68135.11
CLM0000765,POL0002438,81516.61,2018-11-23,Accident,0,10670.02
CLM0000766,POL0002728,41030.32,2024-12-22,Theft,0,75808.36
CLM0000767,POL0000377,75979.59,2024-02-28,Accident,0,43927.55
CLM0000768,POL0002897,39044.8,2022-09-28,Natural Disaster,0,27079.46
CLM0000769,POL0001898,59205.51,2020-10-05,Medical,0,27296.88
CLM0000770,POL0000376,77924.41,2019-06-18,Accident,0,60154.73
CLM0000771,POL0001605,12089.15,2023-01-08,Medical,1,54389.19
CLM0000772,POL0000595,36000.19,2021-12-04,Fire,0,58439.56
CLM0000773,POL0002795,54721.23,2018-12-29,Theft,0,20463.74
CLM0000774,POL0001066,33732.77,2022-11-13,Natural Disaster,0,13864.64
CLM0000775,POL0002008,31262.14,2020-02-25,Natural Disaster,0,57832.21
CLM0000776,POL0002506,28525.58,2022-11-19,Medical,0,24088.91
CLM0000777,POL0001052,23165.29,2022-03-21,Theft,0,18028.16
CLM0000778,POL0002789,84966.0,2020-10-28,Natural Disaster,1,17404.3
CLM0000779,POL0000629,92407.07,2022-02-10,Accident,0,12127.55
CLM0000780,POL0002374,70166.86,2020-05-16,Natural Disaster,0,34317.21
CLM0000781,POL0001533,3484.95,2024-07-13,Accident,0,21097.6
CLM0000782,POL0002667,78730.2,2022-10-09,Natural Disaster,0,71541.08
CLM0000783,POL0002373,53428.01,2020-05-19,Accident,0,55224.43
CLM0000784,POL0001831,75931.95,2019-10-18,Fire,0,59585.8
CLM0000785,POL0001184,44015.17,2024-05-10,Medical,0,32467.76
CLM0000786,POL0002564,4607.55,2019-06-01,Fire,0,48136.7
CLM0000787,POL0000746,68333.63,2019-11-13,Accident,0,40213.59
CLM0000788,POL0001278,44690.79,2021-08-27,Medical,0,13645.88
CLM0000789,POL0001952,87467.33,2020-03-13,Theft,0,4113.94
CLM0000790,POL0002296,73944.72,2020-06-14,Accident,0,54776.42
CLM0000791,POL0002446,36276.39,2024-04-04,Natural Disaster,0,9957.45
CLM0000792,POL0002630,72546.15,2019-03-30,Natural Disaster,0,4870.73
CLM0000793,POL0002251,49773.26,2022-03-05,Theft,0,35516.83
CLM0000794,POL0001326,20344.67,2022-06-03,Fire,0,59120.7
CLM0000795,POL0001172,42278.69,2019-10-16,Accident,0,61578.81
CLM0000796,POL0000221,22644.96,2023-10-21,Natural Disaster,0,69915.53
CLM0000797,POL0002915,995.16,2022-12-04,Medical,0,16177.36
CLM0000798,POL0001872,25056.18,2022-08-06,Theft,0,78854.26
CLM0000799,POL0002311,21347.37,2020-04-10,Fire,0,61127.76
CLM0000800,POL0002344,931.52,2024-03-26,Fire,0,12829.9
CLM0000801,POL0002340,78500.57,2018-07-14,Medical,0,67305.49
CLM0000802,POL0000684,8160.0,2021-10-09,Medical,1,40067.05
CLM0000803,POL0000876,45181.38,2023-04-02,Theft,0,5603.75
CLM0000804,POL0001055,42079.38,2023-12-24,Medical,0,10823.73
CLM0000805,POL0001963,18550.11,2022-06-01,Natural Disaster,0,34881.29
CLM0000806,POL0002603,96703.42,2018-04-08,Fire,0,42581.39
CLM0000807,POL0000349,60571.49,2018-04-13,Medical,0,75815.15
CLM0000808,POL0000219,81444.55,2024-04-02,Accident,0,17492.28
CLM0000809,POL0001023,49865.99,2022-11-23,Medical,0,38086.13
CLM0000810,POL0000450,72419.79,2020-08-31,Fire,0,18303.39
CLM0000811,POL0000504,96993.03,2022-01-18,Natural Disaster,0,44804.53
CLM0000812,POL0000086,35166.34,2024-06-27,Medical,0,72772.65
CLM0000813,POL0001289,50674.25,2019-10-31,Natural Disaster,1,45549.72
CLM0000814,POL0000523,51696.42,2019-12-28,Accident,0,40952.62
CLM0000815,POL0002509,99203.48,2020-10-11,Fire,0,60085.31
CLM0000816,POL0000630,23693.37,2023-02-23,Theft,0,12064.8
CLM0000817,POL0002300,67693.1,2021-04-25,Fire,1,72477.51
CLM0000818,POL0000018,14253.85,2018-04-20,Theft,0,46337.43
CLM0000819,POL0001269,92743.82,2022-03-05,Theft,0,54998.86
CLM0000820,POL0001177,59243.0,2023-08-11,Fire,0,65571.17
CLM0000821,POL0001633,86011.45,2020-06-11,Theft,0,50912.52
CLM0000822,POL0000500,89576.53,2018-02-20,Natural Disaster,0,51404.05
CLM0000823,POL0000458,55932.44,2021-09-30,Accident,0,58450.83
CLM0000824,POL0000115,68359.72,2023-03-25,Medical,0,4463.25
CLM0000825,POL0000753,70022.7,2019-11-22,Theft,1,30762.18
CLM0000826,POL0000769,46317.84,2023-02-13,Theft,0,77046.06
CLM0000827,POL0002495,43766.41,2018-02-08,Fire,0,20857.49
CLM0000828,POL0002401,19025.73,2019-04-16,Natural Disaster,0,43517.76
CLM0000829,POL0002673,38699.5,2024-02-04,Medical,0,14281.57
CLM0000830,POL0001871,99080.32,2023-11-17,Theft,0,26064.96
CLM0000831,POL0002589,27351.23,2023-08-11,Natural Disaster,0,57451.28
CLM0000832,POL0000322,76362.87,2024-03-05,Medical,0,51554.59
CLM0000833,POL0001973,6405.07,2020-03-25,Fire,0,33321.01
CLM0000834,POL0000226,47013.15,2019-01-13,Theft,0,75064.67
CLM0000835,POL0000361,6311.81,2019-07-08,Fire,0,62071.23
CLM0000836,POL0001555,47842.09,2023-05-28,Fire,0,21653.53
CLM0000837,POL0000834,3241.47,2018-12-19,Theft,0,37396.07
CLM0000838,POL0000112,61522.83,2024-03-09,Natural Disaster,0,70279.35
CLM0000839,POL0000212,58857.66,2022-11-11,Natural Disaster,0,2090.39
CLM0000840,POL0001257,79885.4,2019-02-19,Fire,0,46642.86
CLM0000841,POL0000948,58536.98,2023-08-19,Fire,0,18787.24
CLM0000842,POL0000159,92636.92,2024-05-13,Accident,0,5386.46
CLM0000843,POL0002620,78418.91,2022-03-24,Medical,0,73055.03
CLM0000844,POL0001909,13699.32,2019-07-24,Fire,0,65357.76
CLM0000845,POL0001348,26914.58,2018-03-21,Fire,0,15067.9
CLM0000846,POL0001272,3109.94,2020-10-17,Medical,0,67004.64
CLM0000847,POL0002718,38920.33,2023-09-30,Theft,0,11970.26
CLM0000848,POL0000911,51198.86,2022-01-12,Natural Disaster,0,38250.06
CLM0000849,POL0002452,94621.65,2018-12-04,Theft,0,58144.13
CLM0000850,POL0000404,52465.61,2022-03-14,Medical,0,42844.31
CLM0000851,POL0001842,78212.29,2019-04-03,Medical,0,68107.22
CLM0000852,POL0002649,27168.39,2021-11-04,Accident,1,49465.17
CLM0000853,POL0001691,15739.26,2023-02-15,Accident,0,34726.55
CLM0000854,POL0001464,81178.21,2021-06-21,Natural Disaster,0,74035.42
CLM0000855,POL0001257,25118.8,2020-04-16,Fire,0,3192.68
CLM0000856,POL0000193,87197.84,2021-09-17,Medical,0,39225.39
CLM0000857,POL0001123,17400.06,2022-10-08,Accident,0,52964.29
CLM0000858,POL0001975,85232.86,2022-09-29,Theft,0,66933.85
CLM0000859,POL0001643,77398.33,2023-12-11,Accident,0,43430.18
CLM0000860,POL0001000,61316.46,2021-07-11,Theft,0,70875.76
CLM0000861,POL0001740,85096.96,2019-06-14,Accident,0,34274.26
CLM0000862,POL0000523,33405.66,2021-04-17,Theft,0,25575.15
CLM0000863,POL0000350,17020.4,2020-04-02,Accident,0,77912.82
CLM0000864,POL0002364,16125.55,2024-07-31,Accident,0,53474.32
CLM0000865,POL0001741,27400.71,2023-02-12,Natural Disaster,0,34234.52
CLM0000866,POL0002991,44899.6,2018-10-10,Fire,0,70291.72
CLM0000867,POL0001945,87664.28,2018-05-09,Medical,0,54741.51
CLM0000868,POL0001561,9408.8,2018-07-21,Fire,0,51143.4
CLM0000869,POL0002961,91566.58,2024-03-11,Natural Disaster,0,58364.47
CLM0000870,POL0000652,92586.72,2018-11-28,Theft,0,59141.96
CLM0000871,POL0000635,72860.02,2021-02-01,Fire,0,39590.78
CLM0000872,POL0001802,90078.22,2024-05-13,Medical,0,33718.81
CLM0000873,POL0000593,77113.67,2021-11-16,Medical,1,72769.83
CLM0000874,POL0002492,53065.95,2018-08-16,Theft,0,39930.64
CLM0000875,POL0002669,60274.65,2020-09-02,Medical,0,17500.98
CLM0000876,POL0001232,63008.34,2018-08-27,Natural Disaster,0,41871.74
CLM0000877,POL0000756,13125.88,2024-09-18,Fire,0,3043.44
CLM0000878,POL0001300,19708.89,2018-04-19,Medical,0,57948.47
CLM0000879,POL0000497,52575.19,2023-01-22,Fire,0,10420.63
CLM0000880,POL0000773,11965.22,2020-10-17,Accident,0,9204.42
CLM0000881,POL0002422,96515.44,2024-03-24,Fire,0,75724.58
CLM0000882,POL0001599,50959.16,2021-09-26,Theft,0,61872.77
CLM0000883,POL0000184,38318.57,2022-03-10,Natural Disaster,0,33314.03
CLM0000884,POL0000032,16175.23,2020-12-28,Medical,0,19394.22
CLM0000885,POL0000283,41945.12,2019-08-09,Natural Disaster,0,67526.19
CLM0000886,POL0000836,30591.41,2020-09-30,Fire,0,77496.13
CLM0000887,POL0002921,9248.75,2022-10-29,Medical,0,40815.82
CLM0000888,POL0001456,96717.03,2020-09-17,Natural Disaster,0,46532.06
CLM0000889,POL0000686,26865.32,2023-06-11,Theft,0,19671.36
CLM0000890,POL0000462,69201.79,2021-06-18,Accident,0,47263.25
CLM0000891,POL0000871,9586.59,2021-04-16,Accident,1,32227.63
CLM0000892,POL0000368,91360.32,2019-11-19,Theft,0,67692.61
CLM0000893,POL0002706,59279.77,2018-05-04,Accident,0,30355.91
CLM0000894,POL0000166,65858.76,2022-08-17,Theft,1,52007.7
CLM0000895,POL0001729,78287.54,2023-07-26,Fire,0,16516.24
CLM0000896,POL0000602,60788.58,2019-07-04,Theft,0,7526.63
CLM0000897,POL0002642,7555.29,2021-07-09,Accident,0,3516.31
CLM0000898,POL0002174,43243.45,2018-06-26,Fire,0,33426.94
CLM0000899,POL0000038,26571.99,2019-02-11,Theft,0,13333.24
CLM0000900,POL0000348,48928.34,2021-04-27,Theft,0,79480.37
CLM0000901,POL0001237,40730.35,2022-10-29,Fire,0,63931.16
CLM0000902,POL0002022,82740.05,2024-11-19,Medical,0,55561.84
CLM0000903,POL0002785,25081.23,2020-10-31,Accident,0,64324.48
CLM0000904,POL0000734,20529.46,2020-04-23,Medical,0,21240.96
CLM0000905,POL0000426,95829.59,2020-07-15,Fire,0,70377.34
CLM0000906,POL0001271,94976.9,2022-09-11,Fire,0,79652.22
CLM0000907,POL0000648,99349.76,2024-11-12,Natural Disaster,0,23401.4
CLM0000908,POL0002334,57053.87,2023-11-02,Natural Disaster,0,78776.5
CLM0000909,POL0000320,11757.82,2019-03-31,Fire,1,25835.6
CLM0000910,POL0000512,88076.69,2019-03-24,Natural Disaster,0,1234.33
CLM0000911,POL0002273,14938.94,2024-02-08,Theft,1,29566.96
CLM0000912,POL0002554,15981.64,2020-07-02,Medical,0,79801.95
CLM0000913,POL0001723,19743.06,2018-04-08,Fire,0,50921.56
CLM0000914,POL0001757,65515.17,2020-01-16,Theft,0,55729.16
CLM0000915,POL0001778,11166.31,2019-12-16,Accident,0,19296.27
CLM0000916,POL0002790,77939.02,2021-06-07,Accident,0,11929.83
CLM0000917,POL0002516,6296.03,2023-09-20,Natural Disaster,0,70875.18
CLM0000918,POL0001540,11489.43,2020-08-23,Natural Disaster,0,33247.36
CLM0000919,POL0000938,43731.47,2020-02-10,Theft,0,627.37
CLM0000920,POL0000765,38227.56,2020-06-26,Accident,0,23751.4
CLM0000921,POL0002211,98975.97,2022-01-22,Fire,0,15899.85
CLM0000922,POL0000653,96702.96,2024-12-17,Medical,0,48420.65
CLM0000923,POL0002949,19373.34,2023-08-24,Natural Disaster,1,60563.02
CLM0000924,POL0002856,94693.22,2018-02-19,Theft,0,39950.63
CLM0000925,POL0002130,69380.06,2023-09-01,Natural Disaster,0,15116.15
CLM0000926,POL0000481,41179.89,2018-03-05,Theft,0,4919.77
CLM0000927,POL0000516,74093.28,2018-01-20,Accident,0,25288.66
CLM0000928,POL0001664,90064.03,2024-09-08,Natural Disaster,0,64535.28
CLM0000929,POL0000187,18424.08,2020-05-19,Theft,0,33735.23
CLM0000930,POL0000146,20000.43,2023-10-27,Theft,0,20404.41
CLM0000931,POL0001006,41167.72,2018-12-04,Natural Disaster,0,1951.76
CLM0000932,POL0000152,17336.57,2020-11-27,Medical,0,39836.15
CLM0000933,POL0001387,36359.55,2018-05-27,Fire,0,54880.32
CLM0000934,POL0000093,64746.31,2019-09-26,Accident,0,15469.26
CLM0000935,POL0001850,81375.4,2022-10-03,Natural Disaster,0,43113.95
CLM0000936,POL0002588,30542.53,2020-08-10,Natural Disaster,0,33832.88
CLM0000937,POL0002697,28532.2,2023-09-30,Medical,0,56404.63
CLM0000938,POL0000602,78084.42,2018-02-27,Accident,0,68890.21
CLM0000939,POL0000049,38412.11,2024-09-01,Natural Disaster,0,24771.8
CLM0000940,POL0001903,81938.3,2021-06-10,Medical,0,72410.25
CLM0000941,POL0002589,99341.34,2021-10-20,Fire,0,56644.06
CLM0000942,POL0002204,97977.03,2020-10-15,Theft,0,3262.14
CLM0000943,POL0000775,66437.35,2024-06-24,Fire,0,63362.06
CLM0000944,POL0000546,37833.71,2019-08-21,Fire,0,39721.78
CLM0000945,POL0001464,7016.24,2024-04-21,Fire,0,75653.23
CLM0000946,POL0001261,73935.04,2019-06-25,Fire,0,26093.43
CLM0000947,POL0000650,97807.74,2020-05-15,Theft,0,47419.73
CLM0000948,POL0002024,7264.45,2019-10-31,Accident,1,76504.85
CLM0000949,POL0001081,1113.69,2024-06-06,Accident,0,21911.43
CLM0000950,POL0000175,83261.73,2021-05-14,Medical,0,37914.7
CLM0000951,POL0001238,10674.77,2022-03-07,Medical,0,60273.89
CLM0000952,POL0002075,8621.49,2024-12-24,Natural Disaster,0,55380.57
CLM0000953,POL0001942,91078.44,2020-05-23,Fire,0,67144.65
CLM0000954,POL0001143,8416.3,2020-12-05,Fire,0,41727.8
CLM0000955,POL0000147,11844.76,2018-05-01,Theft,0,25718.02
CLM0000956,POL0000868,57172.58,2023-04-01,Fire,0,42946.24
CLM0000957,POL0002313,75803.01,2020-04-16,Theft,0,28191.81
CLM0000958,POL0002306,40257.44,2019-10-02,Natural Disaster,0,14361.51
CLM0000959,POL0001884,42348.62,2020-03-28,Medical,0,44531.09
CLM0000960,POL0002875,63446.29,2018-06-10,Medical,0,4155.93
CLM0000961,POL0000743,50789.82,2023-07-16,Natural Disaster,0,3215.05
CLM0000962,POL0001523,2353.52,2018-05-17,Natural Disaster,0,5446.51
CLM0000963,POL0000710,11801.53,2021-02-03,Fire,0,53907.11
CLM0000964,POL0001351,58369.2,2022-12-28,Medical,0,32736.85
CLM0000965,POL0001094,79469.42,2021-12-19,Accident,0,39680.98
CLM0000966,POL0001953,76428.76,2022-01-17,Natural Disaster,0,27668.89
CLM0000967,POL0001606,74135.63,2022-10-18,Medical,0,20514.81
CLM0000968,POL0001682,77241.63,2018-09-25,Medical,0,28856.92
CLM0000969,POL0001855,4922.13,2021-07-08,Theft,0,15712.24
CLM0000970,POL0002267,89562.61,2020-11-10,Medical,0,54397.01
CLM0000971,POL0000561,88983.67,2023-05-23,Natural Disaster,0,8408.32
CLM0000972,POL0000892,53426.44,2021-10-12,Fire,0,41496.99
CLM0000973,POL0000597,25235.14,2019-01-08,Medical,0,38303.11
CLM0000974,POL0002391,59421.76,2018-11-08,Accident,0,24363.31
CLM0000975,POL0002551,56009.65,2018-12-18,Natural Disaster,0,8452.46
CLM0000976,POL0000450,22684.24,2021-02-19,Fire,0,56357.61
CLM0000977,POL0002384,60511.45,2024-10-19,Fire,0,45692.37
CLM0000978,POL0002052,79830.76,2021-12-02,Natural Disaster,0,64815.27
CLM0000979,POL0001826,80707.63,2022-06-20,Fire,0,19071.24
CLM0000980,POL0002807,6439.93,2022-11-17,Accident,0,63387.66
CLM0000981,POL0002565,20117.75,2022-07-01,Medical,1,23568.07
CLM0000982,POL0001250,66988.22,2024-03-07,Natural Disaster,0,9273.48
CLM0000983,POL0001174,86053.28,2023-12-26,Medical,1,11052.83
CLM0000984,POL0002286,52361.1,2023-12-31,Medical,1,17918.36
CLM0000985,POL0001684,70898.8,2021-05-17,Fire,0,54689.58
CLM0000986,POL0002151,2596.67,2023-08-08,Natural Disaster,0,19743.75
CLM0000987,POL0001199,61037.87,2022-05-26,Medical,0,48428.52
CLM0000988,POL0001010,96209.96,2018-10-03,Theft,0,20744.87
CLM0000989,POL0001772,66270.95,2018-09-29,Accident,0,29408.31
CLM0000990,POL0001708,92266.43,2019-11-01,Fire,1,71210.78
CLM0000991,POL0002566,56817.94,2024-10-30,Natural Disaster,0,40178.85
CLM0000992,POL0000440,84416.18,2022-02-04,Natural Disaster,1,48140.07
CLM0000993,POL0001309,12854.16,2020-08-16,Fire,0,15385.36
CLM0000994,POL0002273,12789.57,2021-03-12,Medical,0,10781.03
CLM0000995,POL0002613,12457.84,2022-11-21,Fire,0,33230.47
CLM0000996,POL0002031,49140.53,2022-04-26,Natural Disaster,0,68474.22
CLM0000997,POL0001968,33361.22,2022-02-21,Theft,1,19501.62
CLM0000998,POL0000246,72058.99,2021-12-13,Medical,0,49848.89
CLM0000999,POL0001543,90310.88,2021-08-14,Fire,0,69806.07
CLM0001000,POL0001238,62127.8,2019-06-25,Natural Disaster,0,74772.51
CLM0001001,POL0002976,21714.45,2019-02-16,Natural Disaster,0,79505.08
CLM0001002,POL0001614,93122.25,2021-11-14,Natural Disaster,0,61107.69
CLM0001003,POL0001725,53021.81,2021-07-28,Theft,0,6278.31
CLM0001004,POL0000953,72134.58,2023-04-21,Medical,0,69755.52
CLM0001005,POL0002867,89105.33,2022-09-29,Fire,0,70885.26
CLM0001006,POL0002264,98988.28,2022-08-24,Medical,0,44715.44
CLM0001007,POL0000283,50853.36,2021-05-06,Natural Disaster,0,5674.3
CLM0001008,POL0002621,80902.24,2022-06-27,Theft,0,38290.23
CLM0001009,POL0002430,56903.27,2020-04-30,Theft,0,17092.79
CLM0001010,POL0001941,48902.17,2022-04-19,Natural Disaster,0,35535.93
CLM0001011,POL0000172,54002.4,2023-08-01,Medical,0,58012.88
CLM0001012,POL0001245,48685.39,2019-08-23,Medical,0,53503.79
CLM0001013,POL0001119,42392.3,2020-06-05,Theft,0,62465.35
CLM0001014,POL0001883,72510.21,2018-04-13,Accident,1,38278.86
CLM0001015,POL0002092,25342.74,2023-06-28,Theft,0,41010.13
CLM0001016,POL0002276,61829.96,2021-05-17,Theft,0,74874.43
CLM0001017,POL0002622,71439.54,2023-01-24,Fire,0,50605.34
CLM0001018,POL0002365,89263.04,2018-05-24,Theft,1,59878.99
CLM0001019,POL0002779,33521.78,2023-01-09,Accident,0,53262.02
CLM0001020,POL0000601,86129.61,2020-04-05,Theft,0,51346.69
CLM0001021,POL0002672,94556.47,2022-02-18,Medical,1,73109.31
CLM0001022,POL0002024,65043.6,2023-06-06,Fire,1,28711.92
CLM0001023,POL0000467,77257.58,2024-01-31,Fire,0,34386.92
CLM0001024,POL0001739,40867.84,2023-12-17,Theft,0,30566.11
CLM0001025,POL0000297,95237.47,2020-06-04,Fire,0,61286.19
CLM0001026,POL0002593,67250.71,2018-08-23,Fire,0,69513.04
CLM0001027,POL0002537,31360.6,2023-05-30,Theft,0,28792.94
CLM0001028,POL0001020,40724.0,2024-01-06,Accident,0,11645.06
CLM0001029,POL0002263,61966.67,2023-02-17,Theft,0,39680.3
CLM0001030,POL0001548,23796.45,2022-09-15,Medical,0,78750.99
CLM0001031,POL0001899,75514.48,2021-11-04,Natural Disaster,0,16533.44
CLM0001032,POL0000661,22856.81,2024-04-17,Accident,0,36324.47
CLM0001033,POL0000654,59383.02,2022-05-21,Theft,0,21929.53
CLM0001034,POL0000802,69852.15,2020-02-22,Accident,0,73837.51
CLM0001035,POL0000341,86044.92,2024-05-06,Natural Disaster,0,44208.11
CLM0001036,POL0000704,73523.09,2018-10-26,Fire,0,46425.93
CLM0001037,POL0002455,79983.1,2020-06-30,Fire,0,958.42
CLM0001038,POL0000853,91336.71,2019-12-18,Natural Disaster,0,52326.55
CLM0001039,POL0000306,59978.27,2023-09-09,Fire,0,24716.29
CLM0001040,POL0001934,84704.86,2018-01-05,Accident,1,41219.28
CLM0001041,POL0001788,23571.29,2024-10-30,Fire,0,42626.07
CLM0001042,POL0000874,81565.95,2024-02-20,Natural Disaster,0,47500.29
CLM0001043,POL0001582,22557.83,2024-09-12,Natural Disaster,0,65936.09
CLM0001044,POL0000495,93495.61,2023-04-09,Natural Disaster,0,24125.09
CLM0001045,POL0002626,33332.35,2020-08-28,Medical,0,20716.06
CLM0001046,POL0001686,17597.88,2023-07-05,Accident,1,63725.97
CLM0001047,POL0001606,15242.79,2023-09-28,Natural Disaster,0,57581.87
CLM0001048,POL0001538,19133.59,2022-04-01,Accident,0,18281.51
CLM0001049,POL0002589,45030.26,2018-04-23,Medical,0,366.66
CLM0001050,POL0002816,52453.86,2022-03-20,Accident,0,53375.12
CLM0001051,POL0001636,91421.69,2019-08-16,Theft,0,12827.09
CLM0001052,POL0000896,38410.97,2020-12-29,Medical,0,76572.6
CLM0001053,POL0002503,22139.49,2022-07-31,Medical,1,48471.26
CLM0001054,POL0001168,74510.2,2023-06-09,Fire,0,68017.25
CLM0001055,POL0002347,13898.11,2019-11-22,Natural Disaster,0,64508.04
CLM0001056,POL0002475,89282.2,2024-10-25,Medical,1,44756.48
CLM0001057,POL0001862,41235.26,2024-06-11,Accident,0,35236.55
CLM0001058,POL0002764,61577.23,2019-11-27,Theft,0,39894.83
CLM0001059,POL0000757,19025.34,2022-11-14,Accident,1,64298.2
CLM0001060,POL0000031,14980.15,2020-08-04,Accident,0,51343.92
CLM0001061,POL0002380,79984.52,2021-07-14,Theft,0,16695.66
CLM0001062,POL0001994,43255.38,2018-09-21,Fire,0,48865.6
CLM0001063,POL0002100,98680.91,2023-01-03,Natural Disaster,0,32551.93
CLM0001064,POL0000243,52667.65,2020-10-12,Medical,0,5185.41
CLM0001065,POL0002823,84642.46,2018-06-22,Natural Disaster,0,30687.15
CLM0001066,POL0000686,98006.39,2022-08-25,Fire,1,18439.84
CLM0001067,POL0001636,28474.44,2023-12-14,Theft,0,67135.19
CLM0001068,POL0001441,80187.73,2022-04-06,Natural Disaster,0,8668.46
CLM0001069,POL0001499,2689.61,2022-10-14,Accident,0,29041.69
CLM0001070,POL0001416,68135.53,2024-01-27,Medical,0,55730.71
CLM0001071,POL0001413,74647.51,2020-05-17,Medical,0,71822.14
CLM0001072,POL0000573,47997.69,2018-12-11,Fire,0,27024.74
CLM0001073,POL0001992,16629.47,2020-09-17,Fire,1,48633.15
CLM0001074,POL0002920,61863.69,2020-10-11,Theft,0,30079.87
CLM0001075,POL0002748,89804.1,2022-08-23,Fire,1,16469.63
CLM0001076,POL0001432,93166.26,2018-08-02,Natural Disaster,0,26259.71
CLM0001077,POL0002567,74737.19,2022-11-24,Medical,1,50981.4
CLM0001078,POL0001213,26739.47,2020-12-26,Theft,0,57392.25
CLM0001079,POL0002643,87097.53,2021-08-01,Fire,0,29837.27
CLM0001080,POL0002331,88937.9,2021-08-07,Accident,0,12456.8
CLM0001081,POL0001660,37040.6,2019-03-16,Medical,0,11422.73
CLM0001082,POL0000599,18706.68,2018-02-02,Theft,0,65065.34
CLM0001083,POL0002196,87528.61,2023-04-17,Medical,0,52365.9
CLM0001084,POL0000070,88567.18,2021-01-03,Natural Disaster,0,58324.06
CLM0001085,POL0001394,10540.16,2021-04-29,Fire,1,39213.86
CLM0001086,POL0001650,96714.94,2019-08-21,Fire,0,36748.39
CLM0001087,POL0001539,53541.52,2023-08-23,Fire,0,17128.67
CLM0001088,POL0002282,99376.15,2020-01-13,Accident,0,13716.67
CLM0001089,POL0002727,44778.32,2022-05-28,Natural Disaster,1,12566.89
CLM0001090,POL0002684,53561.69,2024-06-08,Accident,0,79345.56
CLM0001091,POL0000467,26975.24,2018-12-05,Natural Disaster,0,65725.07
CLM0001092,POL0000557,89945.27,2020-06-12,Natural Disaster,0,50202.53
CLM0001093,POL0000894,44649.36,2019-09-22,Natural Disaster,0,17387.99
CLM0001094,POL0000836,81554.1,2021-08-14,Fire,0,27211.41
CLM0001095,POL0001311,8433.56,2019-06-27,Fire,0,28257.62
CLM0001096,POL0000618,78930.54,2022-05-09,Fire,0,38370.57
CLM0001097,POL0001318,49279.19,2024-06-29,Accident,0,33933.14
CLM0001098,POL0001505,1038.08,2022-07-06,Theft,0,74752.01
CLM0001099,POL0000134,23013.16,2024-11-25,Natural Disaster,0,57748.53
CLM0001100,POL0000008,19776.16,2021-03-19,Accident,0,6788.0
CLM0001101,POL0002076,75300.58,2018-10-20,Fire,0,28988.56
CLM0001102,POL0000783,47981.62,2024-06-08,Fire,0,10897.12
CLM0001103,POL0001334,16391.98,2021-07-14,Theft,0,22564.56
CLM0001104,POL0000541,26051.9,2022-09-17,Fire,0,76723.77
CLM0001105,POL0002675,50655.64,2020-08-11,Natural Disaster,0,56509.5
CLM0001106,POL0001058,2454.0,2021-09-03,Medical,0,925.82
CLM0001107,POL0002055,42700.5,2024-01-26,Fire,0,26510.25
CLM0001108,POL0002088,67967.11,2022-12-18,Theft,0,35264.53
CLM0001109,POL0000909,52016.58,2024-09-07,Medical,0,48319.36
CLM0001110,POL0002110,60010.9,2023-05-31,Natural Disaster,0,40128.24
CLM0001111,POL0001321,32998.5,2020-12-08,Natural Disaster,0,5860.89
CLM0001112,POL0002427,18716.03,2018-06-30,Natural Disaster,0,41389.13
CLM0001113,POL0000322,81069.26,2024-07-08,Theft,0,10681.66
