policy_id,customer_id,policy_type,premium_amount,coverage_amount,start_date,end_date,underwriting_score
POL0000716,CUST0001707,Property,4844.71,380299.93,2024-07-19,2025-06-13,0.503
POL0000717,CUST0001178,Auto,4981.5,396952.72,2024-05-16,2026-06-16,0.669
POL0000718,CUST0001719,Health,759.41,61331.55,2021-05-09,2023-05-03,0.719
POL0000719,CUST0001266,Health,4277.81,419791.84,2021-10-10,2024-06-11,0.1
POL0000720,CUST0001328,Health,2599.15,210014.61,2023-03-08,2024-05-20,0.504
POL0000721,CUST0001309,Property,2060.32,138783.28,2024-12-26,2026-05-11,0.288
POL0000722,CUST0001051,Life,3142.75,292117.54,2023-04-21,2024-01-02,0.8
POL0000723,CUST0001384,Auto,468.63,412869.62,2023-03-01,2023-12-15,0.222
POL0000724,CUST0002250,Property,2631.01,391539.55,2023-06-14,2026-03-06,0.633
POL0000725,CUST0002810,Life,4380.27,446098.77,2022-11-30,2025-03-09,0.313
POL0000726,CUST0002922,Health,1224.62,464784.77,2019-06-22,2021-06-17,0.385
POL0000727,CUST0000581,Property,2246.67,126679.81,2018-04-01,2019-11-24,0.852
POL0000728,CUST0002418,Life,4709.51,217690.37,2021-08-10,2023-03-06,0.292
POL0000729,CUST0000533,Auto,2257.11,17167.98,2019-07-20,2020-09-06,0.176
POL0000730,CUST0001176,Auto,1920.16,440867.61,2024-01-31,2025-06-23,0.155
POL0000731,CUST0001126,Life,2314.58,85740.35,2024-12-01,2027-05-11,0.504
POL0000732,CUST0000899,Property,2693.37,432122.66,2018-05-01,2019-09-17,0.613
POL0000733,CUST0002655,Health,3233.56,171399.79,2023-12-09,2024-11-03,0.362
POL0000734,CUST0001470,Life,4043.33,190385.46,2020-06-03,2022-05-29,0.652
POL0000735,CUST0002921,Health,2370.09,29174.8,2019-12-31,2022-03-25,0.149
POL0000736,CUST0001253,Auto,4123.91,170170.61,2022-06-10,2023-01-07,0.786
POL0000737,CUST0000770,Life,2761.86,445298.2,2020-10-09,2022-01-03,0.753
POL0000738,CUST0000834,Auto,1824.71,22518.23,2019-08-03,2021-10-26,0.888
POL0000739,CUST0001905,Health,3358.16,209100.46,2023-03-09,2024-09-06,0.849
POL0000740,CUST0002986,Health,3645.07,25385.82,2021-11-22,2023-09-24,0.385
POL0000741,CUST0002284,Life,2878.64,191752.48,2018-06-24,2019-11-01,0.419
POL0000742,CUST0002210,Life,471.75,94593.91,2024-11-19,2026-12-28,0.697
POL0000743,CUST0000554,Life,1015.44,133587.01,2019-03-11,2021-04-16,0.207
POL0000744,CUST0002836,Auto,1569.43,440023.2,2018-11-17,2020-12-07,0.351
POL0000745,CUST0001092,Health,1556.6,223664.12,2020-07-27,2022-09-11,0.195
POL0000746,CUST0001197,Health,3432.42,144161.02,2023-03-16,2024-09-13,0.464
POL0000747,CUST0001661,Auto,288.07,298775.81,2022-01-16,2022-10-02,0.542
POL0000748,CUST0000559,Life,3827.27,79632.41,2019-01-01,2019-12-18,0.269
POL0000749,CUST0000261,Property,1473.64,137101.89,2022-12-09,2024-02-19,0.121
POL0000750,CUST0002265,Life,1688.1,277661.5,2020-04-17,2021-07-19,0.675
POL0000751,CUST0001841,Property,2733.97,126386.29,2018-05-15,2020-03-28,0.116
POL0000752,CUST0001148,Property,1236.44,342772.59,2018-07-25,2021-01-22,0.879
POL0000753,CUST0000805,Auto,4445.46,250830.74,2022-07-22,2024-07-28,0.277
POL0000754,CUST0001186,Health,609.77,388274.64,2021-03-10,2023-01-09,0.631
POL0000755,CUST0002249,Health,2333.04,474639.82,2020-07-28,2022-08-31,0.448
POL0000756,CUST0002450,Health,4277.23,66744.4,2019-06-14,2021-06-28,0.148
POL0000757,CUST0000275,Health,3156.05,173985.85,2021-03-05,2023-09-03,0.478
POL0000758,CUST0000206,Auto,1603.18,166579.04,2020-08-02,2021-12-31,0.513
POL0000759,CUST0001724,Property,2219.65,84079.63,2024-01-09,2025-12-09,0.784
POL0000760,CUST0000867,Health,3592.13,407048.54,2021-08-29,2023-01-16,0.686
POL0000761,CUST0000093,Property,4871.65,382340.56,2023-01-17,2024-01-03,0.163
POL0000762,CUST0001066,Auto,4487.07,247368.48,2021-08-18,2022-05-08,0.267
POL0000763,CUST0002427,Life,1843.68,273507.68,2021-07-19,2023-06-22,0.35
POL0000764,CUST0001352,Auto,4991.35,39176.63,2019-04-01,2021-01-20,0.193
POL0000765,CUST0002113,Health,216.82,282198.6,2022-01-11,2024-01-04,0.466
POL0000766,CUST0000365,Life,332.62,397757.35,2022-12-09,2024-07-28,0.887
POL0000767,CUST0000821,Auto,4154.43,291175.51,2022-01-29,2023-07-01,0.512
POL0000768,CUST0001508,Auto,1157.42,140000.12,2021-03-20,2023-11-25,0.694
POL0000769,CUST0002030,Property,491.69,337098.65,2023-09-14,2025-01-25,0.646
POL0000770,CUST0001925,Auto,1338.31,187129.33,2018-07-23,2019-11-18,0.78
POL0000771,CUST0002588,Life,2245.28,276987.91,2022-02-21,2023-05-18,0.273
POL0000772,CUST0001086,Auto,3706.72,248907.03,2018-10-20,2021-03-07,0.703
POL0000773,CUST0002539,Health,3196.81,196775.75,2021-05-15,2022-03-04,0.805
POL0000774,CUST0001297,Property,1340.58,362250.21,2021-08-07,2023-03-16,0.237
POL0000775,CUST0002277,Life,2615.7,443099.29,2022-11-24,2023-06-17,0.377
POL0000776,CUST0001044,Life,4645.83,12554.13,2021-11-12,2023-01-02,0.876
POL0000777,CUST0000003,Auto,4112.04,467472.09,2022-01-14,2023-05-18,0.725
POL0000778,CUST0001754,Health,1751.31,260642.42,2023-11-08,2026-03-20,0.326
POL0000779,CUST0000911,Property,4914.87,353358.62,2023-06-17,2024-08-02,0.551
POL0000780,CUST0000307,Life,3601.38,429256.04,2020-02-09,2022-02-06,0.423
POL0000781,CUST0002480,Property,499.76,238880.81,2024-08-18,2025-11-05,0.492
POL0000782,CUST0000136,Auto,368.77,419137.3,2019-05-21,2019-11-29,0.384
POL0000783,CUST0001933,Health,1008.36,97033.71,2023-04-05,2025-02-08,0.323
POL0000784,CUST0002563,Auto,3693.71,87992.09,2023-02-17,2024-06-26,0.64
POL0000785,CUST0002241,Property,1081.95,332160.97,2021-08-28,2023-11-03,0.723
POL0000786,CUST0001609,Auto,2655.14,436370.07,2021-12-07,2024-03-03,0.799
POL0000787,CUST0001439,Property,647.65,447288.83,2024-07-25,2026-02-08,0.224
POL0000788,CUST0000873,Life,4620.25,325432.82,2022-11-20,2025-02-18,0.758
POL0000789,CUST0001142,Life,1851.01,267489.72,2019-12-09,2021-04-17,0.304
POL0000790,CUST0000666,Auto,4559.03,172382.61,2020-06-12,2021-08-21,0.442
POL0000791,CUST0000209,Life,4735.4,490200.2,2022-11-12,2024-07-24,0.821
POL0000792,CUST0000952,Property,229.42,166650.89,2023-05-10,2024-02-28,0.464
POL0000793,CUST0001058,Life,2427.85,374651.19,2021-12-14,2023-04-06,0.258
POL0000794,CUST0000649,Health,318.35,270671.08,2021-12-03,2022-10-02,0.228
POL0000795,CUST0001342,Health,4561.73,308171.05,2019-09-27,2020-12-05,0.478
POL0000796,CUST0002168,Auto,2688.36,202805.47,2018-10-17,2021-01-24,0.71
POL0000797,CUST0000627,Auto,559.73,482763.33,2021-11-18,2024-05-03,0.898
POL0000798,CUST0000525,Auto,729.33,290124.34,2019-09-27,2020-05-10,0.73
POL0000799,CUST0001605,Auto,2040.84,469515.94,2019-04-19,2021-10-13,0.802
POL0000800,CUST0001869,Property,4713.12,13719.79,2018-04-21,2020-01-23,0.698
POL0000801,CUST0000769,Property,3525.96,290608.59,2023-11-11,2025-04-23,0.816
POL0000802,CUST0002560,Health,4364.57,361421.58,2024-07-04,2025-05-02,0.161
POL0000803,CUST0002095,Property,1958.99,375089.28,2024-12-31,2025-07-29,0.844
POL0000804,CUST0000772,Life,407.43,453438.67,2024-12-31,2025-08-22,0.417
POL0000805,CUST0000740,Health,4876.72,12156.79,2018-03-17,2019-02-12,0.837
POL0000806,CUST0000522,Auto,282.43,10161.78,2022-08-26,2024-05-22,0.161
POL0000807,CUST0001401,Auto,4748.73,241409.1,2021-11-19,2023-02-27,0.672
POL0000808,CUST0002182,Property,1969.65,24353.92,2022-07-16,2023-02-16,0.689
POL0000809,CUST0000248,Health,248.43,487520.95,2021-12-15,2024-09-07,0.898
POL0000810,CUST0001342,Property,3507.95,118811.94,2022-01-05,2024-09-07,0.715
POL0000811,CUST0002484,Property,4906.59,241605.72,2024-11-23,2026-02-01,0.406
POL0000812,CUST0001859,Property,4835.0,39957.44,2020-05-05,2021-04-27,0.546
POL0000813,CUST0000686,Health,972.5,265803.72,2024-04-02,2026-03-30,0.393
POL0000814,CUST0000586,Auto,1069.99,196178.5,2023-01-07,2024-03-15,0.257
POL0000815,CUST0002399,Life,2914.59,31883.41,2020-04-10,2022-02-26,0.299
POL0000816,CUST0000143,Auto,3259.06,174210.89,2021-04-09,2023-08-10,0.278
POL0000817,CUST0000967,Health,3749.21,201803.65,2022-02-11,2022-08-30,0.539
POL0000818,CUST0002852,Auto,1069.04,495061.53,2024-01-21,2026-10-02,0.825
POL0000819,CUST0000718,Auto,4803.23,111864.08,2024-06-06,2025-02-15,0.83
POL0000820,CUST0000643,Life,3265.95,276942.01,2024-11-15,2027-05-02,0.144
POL0000821,CUST0002549,Auto,4265.83,493784.62,2021-12-01,2023-09-01,0.164
POL0000822,CUST0000370,Auto,2792.32,398089.41,2020-08-01,2021-07-24,0.296
POL0000823,CUST0001110,Auto,2188.53,496750.08,2018-01-01,2019-07-16,0.304
POL0000824,CUST0000787,Property,4890.48,484466.17,2018-11-07,2019-06-11,0.176
POL0000825,CUST0002787,Health,2994.18,249874.38,2020-02-11,2020-12-06,0.411
POL0000826,CUST0001484,Health,4360.99,351224.17,2023-06-26,2025-09-12,0.57
POL0000827,CUST0000950,Life,4775.8,64117.13,2021-08-26,2022-02-22,0.563
POL0000828,CUST0001349,Property,3441.7,226162.92,2020-05-02,2022-10-19,0.535
POL0000829,CUST0000522,Property,2834.91,406419.09,2021-02-08,2022-06-13,0.371
POL0000830,CUST0002537,Auto,216.85,257614.31,2021-10-12,2022-11-03,0.665
POL0000831,CUST0001953,Health,392.09,354322.53,2024-09-22,2025-08-21,0.761
POL0000832,CUST0002445,Life,1164.09,375418.15,2018-04-10,2020-11-06,0.377
POL0000833,CUST0002944,Property,1092.84,134199.88,2020-07-01,2022-11-10,0.168
POL0000834,CUST0000355,Auto,1422.84,439092.69,2019-04-11,2020-08-17,0.337
POL0000835,CUST0000947,Life,1663.69,235312.99,2024-11-13,2026-03-14,0.21
POL0000836,CUST0002336,Property,1928.31,112990.7,2024-06-07,2026-04-21,0.474
POL0000837,CUST0001483,Life,2218.58,434053.78,2019-03-16,2021-05-22,0.225
POL0000838,CUST0001648,Property,674.56,214731.21,2022-09-11,2024-12-23,0.47
POL0000839,CUST0000536,Life,403.34,377653.09,2020-02-04,2022-01-03,0.277
POL0000840,CUST0001315,Property,3434.93,278536.21,2023-06-02,2025-07-26,0.691
POL0000841,CUST0002899,Property,2779.21,197117.16,2019-12-20,2020-09-21,0.122
POL0000842,CUST0002886,Life,2331.89,406839.44,2022-11-13,2024-09-12,0.544
POL0000843,CUST0002216,Property,3245.31,296390.27,2024-02-21,2024-08-25,0.236
POL0000844,CUST0000950,Property,4172.86,201375.43,2021-03-11,2023-11-01,0.101
POL0000845,CUST0000621,Property,2252.93,63702.96,2019-06-10,2019-12-18,0.795
POL0000846,CUST0000428,Life,3277.37,448768.2,2020-08-29,2022-07-23,0.637
POL0000847,CUST0001726,Life,4777.15,27380.1,2022-03-08,2023-08-18,0.179
POL0000848,CUST0002538,Property,4230.2,432961.8,2020-01-25,2020-07-29,0.631
POL0000849,CUST0002403,Property,2244.8,186381.15,2018-07-27,2020-06-05,0.589
POL0000850,CUST0002244,Life,3294.64,323275.99,2020-04-01,2022-01-15,0.479
POL0000851,CUST0000545,Auto,1049.94,461877.86,2022-01-09,2023-12-13,0.435
POL0000852,CUST0002765,Property,2890.51,84336.24,2019-03-20,2019-11-11,0.81
POL0000853,CUST0000824,Auto,4910.38,287805.73,2021-03-08,2023-04-16,0.296
POL0000854,CUST0002980,Life,2687.91,384572.1,2021-02-15,2023-03-22,0.419
POL0000855,CUST0001003,Property,4652.66,381216.08,2019-09-06,2020-10-22,0.363
POL0000856,CUST0000659,Auto,2155.21,267559.64,2021-12-15,2024-08-11,0.717
POL0000857,CUST0002987,Life,4994.46,316122.34,2019-08-30,2020-03-26,0.833
POL0000858,CUST0002828,Auto,2980.26,381188.23,2022-01-25,2023-07-25,0.78
POL0000859,CUST0002059,Health,402.89,422103.54,2024-11-28,2027-01-23,0.738
POL0000860,CUST0002444,Life,3016.42,383288.42,2020-08-04,2023-04-30,0.889
POL0000861,CUST0000731,Health,1517.95,183462.42,2020-01-15,2020-09-06,0.658
POL0000862,CUST0001833,Life,355.91,498395.94,2024-04-04,2024-10-10,0.701
POL0000863,CUST0000409,Life,4140.1,222906.32,2021-07-05,2022-05-27,0.886
POL0000864,CUST0002410,Property,1523.5,21987.7,2019-12-26,2021-06-21,0.106
POL0000865,CUST0000084,Health,4023.43,187682.31,2022-10-31,2024-12-17,0.607
POL0000866,CUST0002204,Health,1583.44,72613.65,2021-03-21,2022-05-27,0.691
POL0000867,CUST0000707,Health,1132.77,69506.88,2020-03-28,2022-08-23,0.834
POL0000868,CUST0001962,Life,4874.89,147952.17,2023-07-04,2026-01-13,0.807
POL0000869,CUST0002520,Health,1935.9,36153.99,2018-03-07,2019-05-13,0.774
POL0000870,CUST0002667,Health,3086.61,347370.97,2021-05-07,2023-01-19,0.857
POL0000871,CUST0001448,Property,3127.91,46254.55,2024-05-13,2026-11-14,0.53
POL0000872,CUST0000134,Auto,2890.27,109611.88,2019-04-22,2020-09-22,0.106
POL0000873,CUST0000788,Auto,4590.54,55520.86,2024-12-13,2026-11-08,0.109
POL0000874,CUST0002955,Health,3437.32,40952.19,2018-11-20,2020-05-05,0.536
POL0000875,CUST0000864,Health,2137.92,141198.32,2024-08-25,2026-11-06,0.448
POL0000876,CUST0000667,Health,4339.43,290230.49,2022-01-25,2024-06-27,0.461
POL0000877,CUST0000277,Health,1069.1,482695.92,2024-01-11,2026-04-22,0.42
POL0000878,CUST0001776,Auto,2812.34,439022.76,2020-02-25,2021-07-11,0.834
POL0000879,CUST0000882,Property,4762.64,439207.62,2019-05-23,2020-04-06,0.387
POL0000880,CUST0002061,Life,3201.91,96272.85,2020-11-10,2022-07-27,0.785
POL0000881,CUST0002390,Health,4121.45,139804.52,2023-02-24,2023-11-25,0.822
POL0000882,CUST0002083,Health,3337.09,47432.73,2019-02-10,2021-02-11,0.5
POL0000883,CUST0002607,Auto,4228.98,391449.49,2022-03-03,2023-10-23,0.458
POL0000884,CUST0001238,Health,4733.54,44209.99,2023-01-04,2024-11-27,0.709
POL0000885,CUST0002453,Property,1510.02,282780.88,2022-04-21,2024-12-15,0.666
POL0000886,CUST0002706,Property,1014.37,131459.03,2018-02-02,2018-12-28,0.363
POL0000887,CUST0000159,Health,2523.16,129288.36,2022-04-07,2024-04-08,0.182
POL0000888,CUST0001134,Auto,3568.94,495455.28,2018-06-26,2019-12-08,0.312
POL0000889,CUST0002597,Health,1290.52,380822.11,2018-05-19,2019-03-10,0.205
POL0000890,CUST0001852,Health,219.69,420100.29,2022-10-08,2024-12-27,0.336
POL0000891,CUST0000279,Auto,1846.09,290271.52,2023-01-12,2024-03-03,0.309
POL0000892,CUST0002527,Property,4850.52,436797.0,2024-09-25,2025-12-18,0.61
POL0000893,CUST0000111,Life,3535.84,326290.36,2019-01-05,2020-04-19,0.864
POL0000894,CUST0002479,Health,2126.36,473625.12,2023-03-16,2024-11-18,0.649
POL0000895,CUST0000542,Property,1124.37,147855.91,2018-01-04,2018-07-11,0.841
POL0000896,CUST0001139,Health,1909.23,301706.58,2020-11-01,2023-05-20,0.727
POL0000897,CUST0000360,Life,1015.23,348164.36,2019-11-29,2022-02-15,0.682
POL0000898,CUST0002420,Auto,710.27,202539.28,2020-03-14,2021-12-28,0.431
POL0000899,CUST0001239,Property,4552.36,441056.91,2020-04-03,2022-03-05,0.36
POL0000900,CUST0001757,Life,4988.72,490103.55,2018-11-01,2020-10-17,0.777
POL0000901,CUST0000955,Health,987.75,251947.05,2021-09-15,2024-01-27,0.824
POL0000902,CUST0002307,Life,461.71,201413.92,2020-03-03,2022-09-05,0.462
POL0000903,CUST0002826,Property,1782.71,241249.58,2023-08-21,2024-02-27,0.107
POL0000904,CUST0002168,Auto,2415.96,427841.01,2021-09-18,2023-11-19,0.734
POL0000905,CUST0000976,Health,1183.14,326279.53,2019-10-06,2022-05-19,0.328
POL0000906,CUST0000913,Auto,1646.84,31938.46,2022-04-22,2023-09-10,0.108
POL0000907,CUST0001152,Auto,1164.18,275663.26,2018-06-19,2020-08-01,0.744
POL0000908,CUST0000723,Life,3916.45,18477.06,2018-09-04,2019-12-03,0.514
POL0000909,CUST0002571,Life,3620.37,391482.33,2020-03-24,2021-09-24,0.648
POL0000910,CUST0001712,Property,3247.77,170873.01,2023-02-24,2024-12-24,0.832
POL0000911,CUST0000325,Property,2058.65,241283.67,2021-06-22,2022-11-28,0.533
POL0000912,CUST0001530,Auto,4563.4,401352.27,2021-05-20,2023-12-28,0.503
POL0000913,CUST0001550,Property,4853.76,32759.92,2022-12-25,2024-06-24,0.333
POL0000914,CUST0001074,Auto,1033.47,87685.35,2018-07-15,2021-01-12,0.344
POL0000915,CUST0001946,Health,1270.46,205000.58,2019-07-31,2020-12-02,0.737
POL0000916,CUST0001608,Auto,2723.03,122663.33,2023-12-08,2026-06-05,0.459
POL0000917,CUST0002117,Property,638.0,175571.7,2021-10-24,2023-12-13,0.231
POL0000918,CUST0000391,Property,2294.95,499105.62,2018-12-31,2020-10-25,0.176
POL0000919,CUST0002431,Auto,2992.6,414453.07,2024-11-20,2025-06-02,0.478
POL0000920,CUST0000016,Life,2705.95,443111.89,2020-01-05,2022-07-30,0.472
POL0000921,CUST0000846,Auto,1788.36,469156.77,2024-02-12,2026-06-28,0.623
POL0000922,CUST0000869,Auto,2803.74,177058.58,2024-10-23,2025-04-24,0.477
POL0000923,CUST0000568,Life,4802.24,155567.71,2019-03-08,2020-09-13,0.215
POL0000924,CUST0002180,Health,1188.88,124690.62,2023-08-16,2025-02-14,0.506
POL0000925,CUST0002020,Life,3343.19,416757.29,2020-12-20,2022-09-25,0.825
POL0000926,CUST0002321,Property,408.3,342980.41,2024-02-12,2026-01-24,0.228
POL0000927,CUST0001647,Life,518.8,125724.27,2022-01-27,2024-07-14,0.652
POL0000928,CUST0002532,Property,2848.78,194726.98,2021-02-02,2021-12-15,0.575
POL0000929,CUST0002598,Property,703.71,258288.76,2022-12-04,2024-05-29,0.699
POL0000930,CUST0000357,Auto,307.26,268788.63,2020-12-26,2022-01-25,0.22
POL0000931,CUST0001657,Auto,1023.26,445476.59,2021-05-31,2022-11-29,0.853
POL0000932,CUST0002281,Health,2911.28,196477.41,2018-03-29,2019-01-19,0.597
POL0000933,CUST0000036,Property,3576.04,455176.77,2021-04-21,2022-04-14,0.778
POL0000934,CUST0002461,Auto,1171.9,226270.1,2022-05-06,2023-07-05,0.297
POL0000935,CUST0001028,Property,3407.65,375722.61,2022-09-20,2023-07-24,0.692
POL0000936,CUST0002092,Health,1075.89,465824.62,2021-10-25,2023-04-15,0.725
POL0000937,CUST0002616,Property,3144.6,454712.09,2020-05-25,2021-02-06,0.418
POL0000938,CUST0002788,Health,2177.41,37906.9,2024-11-28,2027-06-06,0.407
POL0000939,CUST0000114,Health,3338.24,110795.1,2022-04-09,2023-07-25,0.626
POL0000940,CUST0001773,Health,4976.25,243683.66,2018-05-20,2020-12-28,0.175
POL0000941,CUST0002445,Auto,4701.52,221461.6,2020-08-26,2021-05-14,0.688
POL0000942,CUST0001198,Life,220.55,324036.92,2020-05-17,2021-10-20,0.134
POL0000943,CUST0001279,Life,4450.11,472907.43,2019-04-01,2020-08-30,0.252
POL0000944,CUST0000466,Auto,519.16,65078.31,2019-08-25,2022-05-19,0.631
POL0000945,CUST0001488,Property,4774.62,231410.75,2023-02-18,2025-03-16,0.179
POL0000946,CUST0000847,Auto,1552.76,104281.41,2018-02-14,2018-11-16,0.877
POL0000947,CUST0000502,Property,2033.77,448112.72,2020-08-29,2021-07-19,0.795
POL0000948,CUST0000441,Health,639.86,482644.29,2021-06-23,2023-07-19,0.601
POL0000949,CUST0002117,Auto,738.91,244563.82,2023-10-27,2025-09-26,0.755
POL0000950,CUST0000326,Life,3688.35,60965.05,2019-10-17,2021-05-15,0.81
POL0000951,CUST0001766,Property,4732.79,394794.39,2019-05-22,2020-11-08,0.308
POL0000952,CUST0000067,Auto,3131.59,351599.26,2022-03-28,2023-03-28,0.78
POL0000953,CUST0000304,Auto,3636.08,183788.71,2021-07-21,2023-11-17,0.256
POL0000954,CUST0000972,Property,3857.45,444829.66,2022-05-27,2024-05-18,0.431
POL0000955,CUST0000484,Health,1461.51,488157.63,2024-01-22,2024-12-17,0.547
POL0000956,CUST0000929,Health,417.1,283348.39,2022-09-10,2024-01-21,0.671
POL0000957,CUST0001441,Health,208.99,287206.68,2023-06-11,2025-12-30,0.124
POL0000958,CUST0000149,Health,1883.12,155781.62,2020-01-21,2022-05-17,0.332
POL0000959,CUST0002632,Property,1359.03,296407.96,2019-04-05,2019-11-29,0.587
POL0000960,CUST0002296,Life,499.13,225424.74,2023-09-08,2024-03-15,0.386
POL0000961,CUST0001125,Auto,1061.74,158073.6,2020-08-03,2021-06-02,0.72
POL0000962,CUST0002750,Auto,797.59,42920.75,2020-05-13,2021-10-30,0.621
POL0000963,CUST0000096,Health,4591.42,133826.85,2020-08-17,2022-01-24,0.288
POL0000964,CUST0000282,Property,873.28,106948.78,2019-11-11,2022-07-11,0.217
POL0000965,CUST0002370,Life,2780.71,275600.57,2022-01-05,2023-02-25,0.603
POL0000966,CUST0000529,Life,3046.91,304818.31,2021-08-24,2023-01-18,0.46
POL0000967,CUST0002311,Auto,2808.75,308200.14,2019-04-25,2019-11-07,0.235
POL0000968,CUST0001643,Health,675.47,200208.69,2019-05-26,2021-01-18,0.361
POL0000969,CUST0000580,Auto,1730.23,216402.57,2022-10-27,2024-03-13,0.342
POL0000970,CUST0001664,Auto,446.1,418776.83,2022-09-19,2023-04-09,0.187
POL0000971,CUST0002342,Life,2099.22,243354.08,2018-09-05,2020-06-04,0.538
POL0000972,CUST0001632,Property,1105.27,494008.93,2020-11-26,2022-08-27,0.711
POL0000973,CUST0002443,Life,2895.84,225412.44,2023-01-25,2024-12-25,0.56
POL0000974,CUST0002561,Auto,3525.48,328294.66,2021-12-05,2024-05-21,0.761
POL0000975,CUST0002969,Health,2754.18,34677.87,2019-07-14,2021-07-19,0.202
POL0000976,CUST0000810,Health,2284.34,330136.56,2019-02-13,2020-10-05,0.448
POL0000977,CUST0002968,Property,2059.2,427198.93,2021-07-08,2023-02-10,0.588
POL0000978,CUST0000693,Property,4240.12,471804.34,2018-10-18,2020-03-11,0.641
POL0000979,CUST0000235,Property,1252.97,498687.1,2020-08-10,2022-05-08,0.657
POL0000980,CUST0000952,Auto,3724.25,148267.54,2021-03-22,2023-01-13,0.683
POL0000981,CUST0001855,Auto,3835.92,291931.33,2024-07-04,2026-05-12,0.621
POL0000982,CUST0001361,Property,2212.16,230851.81,2021-08-19,2022-03-13,0.175
POL0000983,CUST0001032,Health,1627.04,286270.57,2019-12-11,2021-07-09,0.656
POL0000984,CUST0001467,Health,2458.6,87151.95,2022-05-26,2023-05-28,0.68
POL0000985,CUST0001965,Health,647.43,429513.29,2019-02-16,2020-01-01,0.895
POL0000986,CUST0000539,Auto,420.46,455688.78,2021-09-15,2023-08-16,0.655
POL0000987,CUST0000820,Life,735.7,230334.21,2021-12-08,2024-06-20,0.649
POL0000988,CUST0001682,Health,1098.3,147410.63,2024-08-27,2025-05-25,0.512
POL0000989,CUST0000272,Health,2620.05,79008.38,2023-11-04,2024-07-17,0.794
POL0000990,CUST0001029,Health,4275.86,345044.76,2022-02-14,2023-04-13,0.897
POL0000991,CUST0001923,Property,1331.08,162993.6,2021-07-31,2023-11-24,0.723
POL0000992,CUST0001243,Auto,4688.78,455673.9,2022-06-15,2024-12-10,0.59
POL0000993,CUST0001142,Property,4783.56,338796.11,2020-06-24,2023-02-25,0.163
POL0000994,CUST0000593,Property,4802.74,326385.81,2018-03-31,2020-07-19,0.681
POL0000995,CUST0001606,Life,4220.3,284107.04,2018-08-09,2019-05-03,0.667
POL0000996,CUST0000115,Property,1946.36,32430.41,2020-06-05,2022-08-11,0.72
POL0000997,CUST0002311,Life,548.88,466641.99,2020-01-21,2021-05-08,0.2
POL0000998,CUST0001678,Property,2930.33,317689.37,2018-06-16,2019-03-17,0.623
POL0000999,CUST0001446,Health,2881.67,497090.37,2018-09-19,2019-11-25,0.337
POL0001000,CUST0000207,Auto,4279.88,273304.64,2023-07-07,2025-07-06,0.708
POL0001001,CUST0002351,Property,4980.76,357954.34,2021-07-29,2023-02-27,0.292
POL0001002,CUST0000112,Life,2639.16,37542.68,2019-08-24,2022-03-27,0.647
POL0001003,CUST0001441,Auto,1856.98,319550.73,2020-10-04,2021-05-25,0.336
POL0001004,CUST0001883,Life,1092.33,384678.31,2020-06-26,2021-08-22,0.107
POL0001005,CUST0000185,Health,223.04,391472.0,2020-06-29,2021-04-14,0.607
POL0001006,CUST0001765,Property,2643.75,387354.71,2024-06-09,2027-01-10,0.191
POL0001007,CUST0000901,Auto,2866.49,120878.49,2018-03-01,2020-05-12,0.627
POL0001008,CUST0000221,Health,4159.7,487945.25,2018-06-16,2020-10-28,0.84
POL0001009,CUST0001468,Property,2621.97,497639.24,2018-10-13,2021-03-11,0.875
POL0001010,CUST0001094,Property,4599.05,47041.98,2018-06-29,2019-08-03,0.289
POL0001011,CUST0002946,Life,3214.8,468858.75,2024-07-29,2027-02-24,0.747
POL0001012,CUST0002670,Life,4233.61,151830.11,2023-11-02,2025-11-14,0.383
POL0001013,CUST0002475,Health,911.85,347749.2,2018-11-12,2019-10-19,0.82
POL0001014,CUST0002692,Life,4305.61,175674.35,2021-07-02,2022-02-01,0.73
POL0001015,CUST0002616,Health,3440.69,484199.62,2018-06-01,2019-01-03,0.159
POL0001016,CUST0002013,Health,1017.12,59736.89,2023-03-03,2025-05-13,0.426
POL0001017,CUST0002491,Health,1110.87,253895.94,2024-12-11,2026-06-13,0.37
POL0001018,CUST0000601,Life,4647.2,219743.42,2021-01-08,2021-12-30,0.728
POL0001019,CUST0001161,Auto,354.63,169751.49,2019-08-09,2021-07-09,0.428
POL0001020,CUST0000504,Health,2420.17,326311.66,2018-04-22,2019-07-20,0.648
POL0001021,CUST0002179,Auto,1704.68,74217.31,2020-12-29,2023-03-21,0.582
POL0001022,CUST0000218,Property,3392.37,361164.58,2019-02-28,2019-12-09,0.881
POL0001023,CUST0002736,Life,4230.22,490490.14,2018-12-19,2019-11-19,0.85
POL0001024,CUST0002219,Life,1929.81,404233.77,2024-10-05,2026-03-04,0.442
POL0001025,CUST0001499,Auto,2249.13,431408.21,2021-02-15,2021-09-08,0.679
POL0001026,CUST0000612,Property,4913.21,186222.0,2024-08-11,2025-11-29,0.764
POL0001027,CUST0001153,Property,3962.8,169194.44,2019-08-10,2021-07-26,0.819
POL0001028,CUST0000057,Health,4506.58,263353.69,2022-12-01,2024-05-18,0.155
POL0001029,CUST0001205,Life,2306.06,32406.04,2018-02-18,2018-10-24,0.342
POL0001030,CUST0000246,Property,1323.57,473225.49,2019-01-06,2020-05-26,0.356
POL0001031,CUST0000144,Property,2176.94,80454.73,2022-12-26,2023-11-21,0.448
